公司名称	披露日期	上市地和板块	保荐机构	披露类型
科沃斯机器人股份有限公司	2017-12-22	上交所	中国国际金融股份有限公司	预先披露更新
苏州禾昌聚合材料股份有限公司	2017-12-22	上交所	天风证券股份有限公司	预先披露更新
赛克思液压科技股份有限公司	2017-12-22	上交所	财通证券股份有限公司	预先披露
赫基（中国）集团股份有限公司	2017-12-22	上交所	华泰联合证券有限责任公司	预先披露
长虹塑料集团英派瑞塑料股份有限公司	2017-12-22	上交所	西藏东方财富证券股份有限公司	预先披露更新
青岛海容商用冷链股份有限公司	2017-12-22	上交所	国金证券股份有限公司	预先披露更新
上海通领汽车科技股份有限公司	2017-12-19	上交所	安信证券股份有限公司	预先披露更新
南京微创医学科技股份有限公司	2017-12-19	上交所	中信建投证券股份有限公司	预先披露更新
天津七一二通信广播股份有限公司	2017-12-19	上交所	中信证券股份有限公司	预先披露更新
安徽天大环保新材料股份有限公司	2017-12-15	上交所	东兴证券股份有限公司	预先披露
广东松炀再生资源股份有限公司	2017-12-15	上交所	英大证券有限责任公司	预先披露
常州恐龙园股份有限公司	2017-12-12	上交所	安信证券股份有限公司	预先披露更新
河南金丹乳酸科技股份有限公司	2017-12-12	上交所	国金证券股份有限公司	预先披露更新
浙江捷昌线性驱动科技股份有限公司	2017-12-12	上交所	兴业证券股份有限公司	预先披露更新
苏州工业园区凌志软件股份有限公司	2017-12-12	上交所	天风证券股份有限公司	预先披露更新
苏州金宏气体股份有限公司	2017-12-12	上交所	招商证券股份有限公司	预先披露更新
长沙银行股份有限公司	2017-12-12	上交所	中信证券股份有限公司	预先披露更新
南通超达装备股份有限公司	2017-12-08	上交所	中泰证券股份有限公司	预先披露
广东文灿压铸股份有限公司	2017-12-06	上交所	中信建投证券股份有限公司	预先披露更新
广东碧桂园物业服务股份有限公司	2017-12-05	上交所	中信建投证券股份有限公司	预先披露更新
江苏金融租赁股份有限公司	2017-12-05	上交所	华泰联合证券有限责任公司	预先披露更新
上海阿莱德实业股份有限公司	2017-12-01	上交所	兴业证券股份有限公司	预先披露
厦门银行股份有限公司	2017-12-01	上交所	中信建投证券股份有限公司	预先披露
嘉友国际物流股份有限公司	2017-11-28	上交所	海通证券股份有限公司	预先披露更新
福达合金材料股份有限公司	2017-11-28	上交所	华林证券股份有限公司	预先披露更新
南京威尔药业股份有限公司	2017-11-24	上交所	中信建投证券股份有限公司	预先披露
联德精密材料（中国）股份有限公司	2017-11-21	上交所	长江证券承销保荐有限公司	预先披露更新
上海鸿辉光通科技股份有限公司	2017-11-17	上交所	九州证券股份有限公司	预先披露
苏州赛腾精密电子股份有限公司	2017-11-14	上交所	华泰联合证券有限责任公司	预先披露更新
上海之江生物科技股份有限公司	2017-11-10	上交所	东方花旗证券有限公司	预先披露
浙商银行股份有限公司	2017-11-10	上交所	中信证券股份有限公司	预先披露
红星美凯龙家居集团股份有限公司	2017-11-10	上交所	中国国际金融股份有限公司	预先披露更新
北京挖金客信息科技股份有限公司	2017-11-08	上交所	招商证券股份有限公司	预先披露更新
浙江鸿禧能源股份有限公司	2017-11-07	上交所	中德证券有限责任公司	预先披露更新
浙江力邦合信智能制动系统股份有限公司	2017-11-03	上交所	中信证券股份有限公司	预先披露
上海锦和商业经营管理股份有限公司	2017-10-31	上交所	中信建投证券股份有限公司	预先披露更新
云南健之佳健康连锁店股份有限公司	2017-10-31	上交所	红塔证券股份有限公司	预先披露更新
北京淳中科技股份有限公司	2017-10-31	上交所	招商证券股份有限公司	预先披露更新
南都物业服务股份有限公司	2017-10-31	上交所	长江证券承销保荐有限公司	预先披露更新
宣城市华菱精工科技股份有限公司	2017-10-31	上交所	中国中投证券有限责任公司	预先披露更新
山东玻纤集团股份有限公司	2017-10-31	上交所	国信证券股份有限公司	预先披露更新
河北养元智汇饮品股份有限公司	2017-10-31	上交所	国信证券股份有限公司	预先披露更新
科华控股股份有限公司	2017-10-31	上交所	东北证券股份有限公司	预先披露更新
苏州春秋电子科技股份有限公司	2017-10-31	上交所	东莞证券股份有限公司	预先披露更新
中源家居股份有限公司	2017-10-24	上交所	广发证券股份有限公司	预先披露更新
鑫广绿环再生资源股份有限公司	2017-10-24	上交所	申万宏源证券承销保荐有限责任公司	预先披露更新
哈尔滨森鹰窗业股份有限公司	2017-10-23	上交所	广发证券股份有限公司	预先披露更新
四川振静股份有限公司	2017-10-23	上交所	华西证券股份有限公司	预先披露更新
钜泉光电科技（上海）股份有限公司	2017-10-23	上交所	国金证券股份有限公司	预先披露更新
雪龙集团股份有限公司	2017-10-23	上交所	广发证券股份有限公司	预先披露更新
湖南华联瓷业股份有限公司	2017-10-20	上交所	海通证券股份有限公司	预先披露
宁波合力模具科技股份有限公司	2017-10-17	上交所	华泰联合证券有限责任公司	预先披露更新
浙江正特股份有限公司	2017-10-17	上交所	广发证券股份有限公司	预先披露更新
重庆顺博铝合金股份有限公司	2017-10-17	上交所	国海证券股份有限公司	预先披露更新
上海巴兰仕汽车检测设备股份有限公司	2017-10-13	上交所	中德证券有限责任公司	预先披露
上海晶丰明源半导体股份有限公司	2017-10-13	上交所	广发证券股份有限公司	预先披露
北洋出版传媒股份有限公司	2017-10-13	上交所	中国国际金融股份有限公司	预先披露更新
华冠新型材料股份有限公司	2017-10-13	上交所	东方花旗证券有限公司	预先披露
博通集成电路（上海）股份有限公司	2017-10-13	上交所	中信证券股份有限公司	预先披露
宁波前程家居股份有限公司	2017-10-13	上交所	湘财证券股份有限公司	预先披露
江苏德纳化学股份有限公司	2017-10-13	上交所	广发证券股份有限公司	预先披露
浙江外事旅游股份有限公司	2017-10-13	上交所	广发证券股份有限公司	预先披露
青岛港国际股份有限公司	2017-10-13	上交所	中信证券股份有限公司	预先披露
国金黄金股份有限公司	2017-10-09	上交所	安信证券股份有限公司	预先披露更新
广东好太太科技集团股份有限公司	2017-10-09	上交所	广发证券股份有限公司	预先披露更新
浙江华达新型材料股份有限公司	2017-10-09	上交所	海通证券股份有限公司	预先披露更新
中国人民保险集团股份有限公司	2017-09-29	上交所	安信证券股份有限公司,中国国际金融股份有限公司	预先披露
云南神农农业产业集团股份有限公司	2017-09-29	上交所	光大证券股份有限公司	预先披露更新
北京国联视讯信息技术股份有限公司	2017-09-29	上交所	西部证券股份有限公司	预先披露
安徽宁国晨光精工股份有限公司	2017-09-29	上交所	国元证券股份有限公司	预先披露
山东出版传媒股份有限公司	2017-09-29	上交所	中银国际证券股份有限公司	预先披露更新
常州朗博密封科技股份有限公司	2017-09-29	上交所	国元证券股份有限公司	预先披露更新
广东聚石化学股份有限公司	2017-09-29	上交所	中泰证券股份有限公司	预先披露
杭州中艺实业股份有限公司	2017-09-29	上交所	国金证券股份有限公司	预先披露
浙江华朔科技股份有限公司	2017-09-29	上交所	财通证券股份有限公司	预先披露
浙江捷众科技股份有限公司	2017-09-29	上交所	国元证券股份有限公司	预先披露更新
苏州龙杰特种纤维股份有限公司	2017-09-29	上交所	国信证券股份有限公司	预先披露
上海丽人丽妆化妆品股份有限公司	2017-09-18	上交所	中信证券股份有限公司	预先披露更新
上海天永智能装备股份有限公司	2017-09-18	上交所	海通证券股份有限公司	预先披露更新
宁波乐惠国际工程装备股份有限公司	2017-09-18	上交所	中信建投证券股份有限公司	预先披露更新
浙江恒林椅业股份有限公司	2017-09-18	上交所	兴业证券股份有限公司	预先披露更新
爱柯迪股份有限公司	2017-09-18	上交所	国金证券股份有限公司	预先披露更新
珠海市杰理科技股份有限公司	2017-09-18	上交所	中信建投证券股份有限公司	预先披露更新
上能电气股份有限公司	2017-09-11	上交所	兴业证券股份有限公司	预先披露更新
中农立华生物科技股份有限公司	2017-09-11	上交所	恒泰长财证券有限责任公司	预先披露更新
勋龙智造精密应用材料（苏州）股份有限公司	2017-09-11	上交所	长江证券承销保荐有限公司	预先披露更新
山东大业股份有限公司	2017-09-11	上交所	国金证券股份有限公司	预先披露更新
成都豪能科技股份有限公司	2017-09-11	上交所	招商证券股份有限公司	预先披露更新
毛戈平化妆品股份有限公司	2017-09-11	上交所	长江证券承销保荐有限公司	预先披露更新
珀莱雅化妆品股份有限公司	2017-09-11	上交所	国信证券股份有限公司	预先披露更新
南京佳力图机房环境技术股份有限公司	2017-09-04	上交所	海通证券股份有限公司	预先披露更新
新疆火炬燃气股份有限公司	2017-09-04	上交所	西部证券股份有限公司	预先披露更新
江苏丽岛新材料股份有限公司	2017-09-04	上交所	国金证券股份有限公司	预先披露更新
浙江晨丰科技股份有限公司	2017-09-04	上交所	中德证券有限责任公司	预先披露更新
贵州燃气集团股份有限公司	2017-09-04	上交所	东海证券股份有限公司	预先披露更新
北京金房暖通节能技术股份有限公司	2017-09-01	上交所	兴业证券股份有限公司	预先披露
上海剑桥科技股份有限公司	2017-08-28	上交所	华泰联合证券有限责任公司	预先披露更新
上海风语筑展示股份有限公司	2017-08-28	上交所	海通证券股份有限公司	预先披露更新
华能澜沧江水电股份有限公司	2017-08-28	上交所	中信证券股份有限公司,长城证券股份有限公司	预先披露更新
广东宝贝儿婴童用品股份有限公司	2017-08-28	上交所	国金证券股份有限公司	预先披露更新
杭州致瑞传媒股份有限公司	2017-08-25	上交所	光大证券股份有限公司	预先披露更新
泰瑞机器股份有限公司	2017-08-25	上交所	爱建证券有限责任公司	预先披露更新
浙江京华激光科技股份有限公司	2017-08-25	上交所	浙商证券股份有限公司	预先披露更新
上海晶华胶粘新材料股份有限公司	2017-08-21	上交所	广发证券股份有限公司	预先披露更新
江苏洛凯机电股份有限公司	2017-08-18	上交所	民生证券股份有限公司	预先披露更新
横店影视股份有限公司	2017-08-14	上交所	中银国际证券股份有限公司	预先披露更新
上海水星家用纺织品股份有限公司	2017-08-11	上交所	中信建投证券股份有限公司	预先披露更新
乐元素科技（北京）股份有限公司	2017-08-11	上交所	华泰联合证券有限责任公司	预先披露
福建傲农生物科技集团股份有限公司	2017-08-07	上交所	国泰君安证券股份有限公司	预先披露更新
杭州西子智能停车股份有限公司	2017-08-04	上交所	中信建投证券股份有限公司	预先披露
江苏振江新能源装备股份有限公司	2017-07-31	上交所	广发证券股份有限公司	预先披露更新
上海悉地工程设计顾问股份有限公司	2017-07-21	上交所	中信证券股份有限公司	预先披露更新
上海翔港包装科技股份有限公司	2017-07-21	上交所	国金证券股份有限公司	预先披露更新
兰考瑞华环保电力股份有限公司	2017-07-21	上交所	长江证券承销保荐有限公司	预先披露
山东东宏管业股份有限公司	2017-07-21	上交所	中德证券有限责任公司	预先披露更新
上海华培动力科技股份有限公司	2017-07-14	上交所	国金证券股份有限公司	预先披露
上海汇得科技股份有限公司	2017-07-14	上交所	东方花旗证券有限公司	预先披露
上海璞泰来新能源科技股份有限公司	2017-07-14	上交所	国金证券股份有限公司	预先披露更新
上海雅运纺织化工股份有限公司	2017-07-14	上交所	广发证券股份有限公司	预先披露
上海龙创汽车设计股份有限公司	2017-07-14	上交所	广发证券股份有限公司	预先披露
宁波柯力传感科技股份有限公司	2017-07-14	上交所	国信证券股份有限公司	预先披露
宁波球冠电缆股份有限公司	2017-07-14	上交所	光大证券股份有限公司	预先披露
广东天安新材料股份有限公司	2017-07-14	上交所	光大证券股份有限公司	预先披露更新
新疆泰昆集团股份有限公司	2017-07-14	上交所	申万宏源证券承销保荐有限责任公司	预先披露
无锡上机数控股份有限公司	2017-07-14	上交所	国金证券股份有限公司	预先披露
无锡药明康德新药开发股份有限公司	2017-07-14	上交所	华泰联合证券有限责任公司	预先披露
江苏国茂减速机股份有限公司	2017-07-14	上交所	国泰君安证券股份有限公司	预先披露
江苏苏博特新材料股份有限公司	2017-07-14	上交所	中国国际金融股份有限公司	预先披露更新
确成硅化学股份有限公司	2017-07-14	上交所	中信建投证券股份有限公司	预先披露
红塔证券股份有限公司	2017-07-14	上交所	东吴证券股份有限公司	预先披露
苏州未来电器股份有限公司	2017-07-14	上交所	中泰证券股份有限公司	预先披露
金华春光橡塑科技股份有限公司	2017-07-14	上交所	中信建投证券股份有限公司	预先披露
银都餐饮设备股份有限公司	2017-07-14	上交所	国信证券股份有限公司	预先披露更新
吉林出版集团股份有限公司	2017-07-07	上交所	东北证券股份有限公司	预先披露
同庆楼餐饮股份有限公司	2017-07-07	上交所	国元证券股份有限公司	预先披露更新
大理药业股份有限公司	2017-07-07	上交所	中信证券股份有限公司	预先披露更新
安徽众源新材料股份有限公司	2017-07-07	上交所	国元证券股份有限公司	预先披露更新
密尔克卫化工供应链服务股份有限公司	2017-07-07	上交所	中德证券有限责任公司	预先披露
广东丸美生物技术股份有限公司	2017-07-07	上交所	中信证券股份有限公司	预先披露
广东骏亚电子科技股份有限公司	2017-07-07	上交所	民生证券股份有限公司	预先披露更新
恒银金融科技股份有限公司	2017-07-07	上交所	中信证券股份有限公司	预先披露更新
掌阅科技股份有限公司	2017-07-07	上交所	华泰联合证券有限责任公司	预先披露更新
江苏天目湖旅游股份有限公司	2017-07-07	上交所	海通证券股份有限公司	预先披露更新
江苏鼎胜新能源材料股份有限公司	2017-07-07	上交所	中信证券股份有限公司	预先披露
浙江才府玻璃股份有限公司	2017-07-07	上交所	国信证券股份有限公司	预先披露
福莱特玻璃集团股份有限公司	2017-07-07	上交所	广发证券股份有限公司	预先披露
苏州市建筑科学研究院集团股份有限公司	2017-07-07	上交所	东吴证券股份有限公司	预先披露更新
西安华通新能源股份有限公司	2017-07-07	上交所	海通证券股份有限公司	预先披露
迈得医疗工业设备股份有限公司	2017-07-07	上交所	国信证券股份有限公司	预先披露
镇江泛沃新能汽车技术股份有限公司	2017-07-07	上交所	东海证券股份有限公司	预先披露
青岛蔚蓝生物股份有限公司	2017-07-07	上交所	广发证券股份有限公司	预先披露
上海永冠众诚新材料科技（集团）股份有限公司	2017-06-30	上交所	东兴证券股份有限公司	预先披露
上海行动教育科技股份有限公司	2017-06-30	上交所	安信证券股份有限公司	预先披露
中信建投证券股份有限公司	2017-06-30	上交所	瑞士联合银行集团,中国银河证券股份有限公司	预先披露
中铝国际工程股份有限公司	2017-06-30	上交所	招商证券股份有限公司	预先披露更新
佳化化学股份有限公司	2017-06-30	上交所	海通证券股份有限公司	预先披露
北京中视电传传媒广告股份有限公司	2017-06-30	上交所	国元证券股份有限公司	预先披露
厦门纵横集团股份有限公司	2017-06-30	上交所	太平洋证券股份有限公司	预先披露
宁波永新光学股份有限公司	2017-06-30	上交所	海通证券股份有限公司	预先披露
山东新巨丰科技包装股份有限公司	2017-06-30	上交所	中信证券股份有限公司	预先披露
广东德兴食品股份有限公司	2017-06-30	上交所	广发证券股份有限公司	预先披露
广东趣炫网络股份有限公司	2017-06-30	上交所	广发证券股份有限公司	预先披露
彤程新材料集团股份有限公司	2017-06-30	上交所	国泰君安证券股份有限公司	预先披露
新丽传媒股份有限公司	2017-06-30	上交所	中信建投证券股份有限公司	预先披露
昆山国力电子科技股份有限公司	2017-06-30	上交所	东海证券股份有限公司	预先披露
普陀山旅游发展股份有限公司	2017-06-30	上交所	中国国际金融股份有限公司	预先披露
杭州天元宠物用品股份有限公司	2017-06-30	上交所	海通证券股份有限公司	预先披露
武汉贝斯特通信集团股份有限公司	2017-06-30	上交所	招商证券股份有限公司	预先披露
江苏丰山集团股份有限公司	2017-06-30	上交所	华泰联合证券有限责任公司	预先披露
江苏利通电子股份有限公司	2017-06-30	上交所	国金证券股份有限公司	预先披露
江苏省新能源开发股份有限公司	2017-06-30	上交所	南京证券股份有限公司,华泰联合证券有限责任公司	预先披露
河南平原智能装备股份有限公司	2017-06-30	上交所	中信建投证券股份有限公司	预先披露
海南中和药业股份有限公司	2017-06-30	上交所	中信建投证券股份有限公司	预先披露
温州市冠盛汽车零部件集团股份有限公司	2017-06-30	上交所	国金证券股份有限公司	预先披露
湖北鄂中生态工程股份有限公司	2017-06-30	上交所	华福证券有限责任公司	预先披露
苏州富士莱医药股份有限公司	2017-06-30	上交所	华林证券股份有限公司	预先披露
赛特威尔电子股份有限公司	2017-06-30	上交所	国泰君安证券股份有限公司	预先披露
重庆市旺成科技股份有限公司	2017-06-30	上交所	申万宏源证券承销保荐有限责任公司	预先披露
长飞光纤光缆股份有限公司	2017-06-30	上交所	中国国际金融股份有限公司	预先披露
青岛日辰食品股份有限公司	2017-06-30	上交所	广发证券股份有限公司	预先披露
浙江皇马科技股份有限公司	2017-06-29	上交所	国信证券股份有限公司	预先披露更新
起步股份有限公司	2017-06-29	上交所	广发证券股份有限公司	预先披露更新
中国出版传媒股份有限公司	2017-06-26	上交所	中银国际证券股份有限公司	预先披露更新
杭州纵横通信股份有限公司	2017-06-26	上交所	东方花旗证券有限公司	预先披露更新
上海复医天健医疗服务产业股份有限公司	2017-06-23	上交所	中泰证券股份有限公司	预先披露更新
南通冠东模塑股份有限公司	2017-06-23	上交所	中泰证券股份有限公司	预先披露
安徽太平洋电缆股份有限公司	2017-06-23	上交所	申万宏源证券承销保荐有限责任公司	预先披露
广东原尚物流股份有限公司	2017-06-23	上交所	民生证券股份有限公司	预先披露更新
江苏富淼科技股份有限公司	2017-06-23	上交所	华创证券有限责任公司	预先披露
深圳市新星轻合金材料股份有限公司	2017-06-23	上交所	海通证券股份有限公司	预先披露更新
湖南和顺石油股份有限公司	2017-06-23	上交所	信达证券股份有限公司	预先披露
上海新农饲料股份有限公司	2017-06-16	上交所	华西证券股份有限公司	预先披露更新
北京新时空科技股份有限公司	2017-06-16	上交所	中信建投证券股份有限公司	预先披露
合盛硅业股份有限公司	2017-06-16	上交所	中信证券股份有限公司	预先披露更新
国科恒泰（北京）医疗科技股份有限公司	2017-06-16	上交所	长城证券股份有限公司	预先披露
奇瑞徽银汽车金融股份有限公司	2017-06-16	上交所	海通证券股份有限公司	预先披露
宁夏嘉泽新能源股份有限公司	2017-06-16	上交所	海通证券股份有限公司	预先披露更新
新疆东方环宇燃气股份有限公司	2017-06-16	上交所	中信证券股份有限公司	预先披露
苏州瑞可达连接系统股份有限公司	2017-06-16	上交所	华福证券有限责任公司	预先披露
苏州金鸿顺汽车部件股份有限公司	2017-06-16	上交所	东吴证券股份有限公司	预先披露更新
辰欣药业股份有限公司	2017-06-16	上交所	中泰证券股份有限公司	预先披露更新
重庆正川医药包装材料股份有限公司	2017-06-16	上交所	申万宏源证券承销保荐有限责任公司	预先披露更新
上海艾录包装股份有限公司	2017-06-09	上交所	国金证券股份有限公司	预先披露
北京元六鸿远电子科技股份有限公司	2017-06-09	上交所	国泰君安证券股份有限公司	预先披露
南京微创医学科技股份有限公司	2017-06-09	上交所	中信建投证券股份有限公司	预先披露
宁波水表股份有限公司	2017-06-09	上交所	国元证券股份有限公司	预先披露
安徽万朗磁塑股份有限公司	2017-06-09	上交所	国元证券股份有限公司	预先披露
宏和电子材料科技股份有限公司	2017-06-09	上交所	海通证券股份有限公司	预先披露
广州市嘉诚国际物流股份有限公司	2017-06-09	上交所	广发证券股份有限公司	预先披露更新
浙江叁益科技股份有限公司	2017-06-09	上交所	第一创业证券承销保荐有限责任公司	预先披露
浙江台华新材料股份有限公司	2017-06-09	上交所	中信证券股份有限公司	预先披露更新
湖南五新隧道智能装备股份有限公司	2017-06-09	上交所	天风证券股份有限公司	预先披露
南京健友生化制药股份有限公司	2017-06-05	上交所	国金证券股份有限公司	预先披露更新
广州金域医学检验集团股份有限公司	2017-06-05	上交所	中信证券股份有限公司	预先披露更新
北京昭衍新药研究中心股份有限公司	2017-06-02	上交所	德邦证券股份有限公司	预先披露更新
天津立中集团股份有限公司	2017-06-02	上交所	兴业证券股份有限公司	预先披露
西藏卫信康医药股份有限公司	2017-06-02	上交所	中信证券股份有限公司	预先披露更新
中建投租赁股份有限公司	2017-05-26	上交所	中国国际金融股份有限公司	预先披露
云南健之佳健康连锁店股份有限公司	2017-05-26	上交所	红塔证券股份有限公司	预先披露
北京淳中科技股份有限公司	2017-05-26	上交所	招商证券股份有限公司	预先披露
振德医疗用品股份有限公司	2017-05-26	上交所	中信证券股份有限公司	预先披露
景津环保股份有限公司	2017-05-26	上交所	中国银河证券股份有限公司	预先披露
苏州禾昌聚合材料股份有限公司	2017-05-26	上交所	天风证券股份有限公司	预先披露
上海漫道金融信息服务股份有限公司	2017-05-26	上交所	平安证券股份有限公司	预先披露
江西沃格光电股份有限公司	2017-05-26	上交所	申港证券股份有限公司	预先披露
上海十月妈咪网络股份有限公司	2017-05-25	上交所	长江证券承销保荐有限公司	预先披露更新
上海拉夏贝尔服饰股份有限公司	2017-05-25	上交所	中信证券股份有限公司	预先披露更新
浙江天台祥和实业股份有限公司	2017-05-25	上交所	中信建投证券股份有限公司	预先披露更新
浙江春风动力股份有限公司	2017-05-25	上交所	德邦证券股份有限公司	预先披露更新
浙江梅轮电梯股份有限公司	2017-05-25	上交所	申万宏源证券承销保荐有限责任公司	预先披露更新
上海威士顿信息技术股份有限公司	2017-05-19	上交所	光大证券股份有限公司	预先披露更新
无锡阿科力科技股份有限公司	2017-05-19	上交所	光大证券股份有限公司	预先披露更新
浙江大元泵业股份有限公司	2017-05-19	上交所	申万宏源证券承销保荐有限责任公司	预先披露更新
浙江时代电影院线股份有限公司	2017-05-19	上交所	摩根士丹利华鑫证券有限责任公司	预先披露更新
浙江百达精工股份有限公司	2017-05-19	上交所	中泰证券股份有限公司	预先披露更新
福建睿能科技股份有限公司	2017-05-19	上交所	东吴证券股份有限公司	预先披露更新
索通发展股份有限公司	2017-05-19	上交所	华泰联合证券有限责任公司	预先披露更新
贵州省交通规划勘察设计研究院股份有限公司	2017-05-19	上交所	广发证券股份有限公司	预先披露更新
上海雅仕投资发展股份有限公司	2017-05-15	上交所	海通证券股份有限公司	预先披露更新
中公高科养护科技股份有限公司	2017-05-15	上交所	中德证券有限责任公司	预先披露更新
君禾泵业股份有限公司	2017-05-15	上交所	华安证券股份有限公司	预先披露更新
唐山三孚硅业股份有限公司	2017-05-15	上交所	华龙证券股份有限公司	预先披露更新
基蛋生物科技股份有限公司	2017-05-15	上交所	国金证券股份有限公司	预先披露更新
安徽省交通规划设计研究总院股份有限公司	2017-05-15	上交所	国元证券股份有限公司	预先披露更新
浙江东尼电子股份有限公司	2017-05-15	上交所	渤海证券股份有限公司	预先披露更新
上海岱美汽车内饰件股份有限公司	2017-05-05	上交所	海通证券股份有限公司	预先披露更新
北京建工环境修复股份有限公司	2017-05-05	上交所	中信证券股份有限公司	预先披露更新
宁波旭升汽车技术股份有限公司	2017-05-05	上交所	华林证券股份有限公司	预先披露更新
新东方新材料股份有限公司	2017-05-05	上交所	海通证券股份有限公司	预先披露更新
江苏东珠景观股份有限公司	2017-05-05	上交所	瑞信方正证券有限责任公司	预先披露更新
江苏剑牌农化股份有限公司	2017-05-05	上交所	东吴证券股份有限公司	预先披露更新
浙江芯能光伏科技股份有限公司	2017-05-05	上交所	招商证券股份有限公司	预先披露
苏州易德龙科技股份有限公司	2017-05-05	上交所	东吴证券股份有限公司	预先披露更新
北京挖金客信息科技股份有限公司	2017-05-05	上交所	招商证券股份有限公司	预先披露
上海畅联国际物流股份有限公司	2017-04-28	上交所	中国国际金融股份有限公司	预先披露更新
上海菲林格尔木业股份有限公司	2017-04-28	上交所	中信证券股份有限公司	预先披露更新
地素时尚股份有限公司	2017-04-28	上交所	中国国际金融股份有限公司	预先披露更新
宁波天益医疗器械股份有限公司	2017-04-28	上交所	海通证券股份有限公司	预先披露
成都银行股份有限公司	2017-04-28	上交所	中信建投证券股份有限公司	预先披露更新
永悦科技股份有限公司	2017-04-28	上交所	兴业证券股份有限公司	预先披露更新
浙江吉华集团股份有限公司	2017-04-28	上交所	安信证券股份有限公司	预先披露更新
福建永德吉灯业股份有限公司	2017-04-28	上交所	申万宏源证券承销保荐有限责任公司	预先披露更新
四川振静股份有限公司	2017-04-21	上交所	华西证券股份有限公司	预先披露
广东迪生力汽配股份有限公司	2017-04-21	上交所	东北证券股份有限公司	预先披露更新
浙江捷众科技股份有限公司	2017-04-21	上交所	国元证券股份有限公司	预先披露
南京我乐家居股份有限公司	2017-04-20	上交所	招商证券股份有限公司	预先披露更新
广州酒家集团股份有限公司	2017-04-20	上交所	广发证券股份有限公司	预先披露更新
志邦厨柜股份有限公司	2017-04-20	上交所	国元证券股份有限公司	预先披露更新
杭州市园林绿化股份有限公司	2017-04-20	上交所	西藏东方财富证券股份有限公司	预先披露更新
江苏南方卫材医药股份有限公司	2017-04-20	上交所	中信建投证券股份有限公司	预先披露更新
江苏日盈电子股份有限公司	2017-04-20	上交所	中信证券股份有限公司	预先披露更新
香飘飘食品股份有限公司	2017-04-20	上交所	招商证券股份有限公司	预先披露更新
杭州福膜新材料科技股份有限公司	2017-04-14	上交所	浙商证券股份有限公司	预先披露
中曼石油天然气集团股份有限公司	2017-04-13	上交所	国泰君安证券股份有限公司	预先披露更新
南京华脉科技股份有限公司	2017-04-13	上交所	广发证券股份有限公司	预先披露更新
大参林医药集团股份有限公司	2017-04-13	上交所	中信建投证券股份有限公司	预先披露更新
日播时尚集团股份有限公司	2017-04-13	上交所	海通证券股份有限公司	预先披露更新
曼卡龙珠宝股份有限公司	2017-04-13	上交所	民生证券股份有限公司	预先披露更新
浙江圣达生物药业股份有限公司	2017-04-13	上交所	中信建投证券股份有限公司	预先披露更新
华荣科技股份有限公司	2017-04-10	上交所	国金证券股份有限公司	预先披露更新
上海保隆汽车科技股份有限公司	2017-04-07	上交所	第一创业摩根大通证券有限责任公司	预先披露更新
山东惠发食品股份有限公司	2017-04-07	上交所	民生证券股份有限公司	预先披露更新
浙江中马传动股份有限公司	2017-04-07	上交所	九州证券股份有限公司	预先披露更新
科迈化工股份有限公司	2017-04-07	上交所	民生证券股份有限公司	预先披露更新
上海洗霸科技股份有限公司	2017-03-31	上交所	国泰君安证券股份有限公司	预先披露更新
亿嘉和科技股份有限公司	2017-03-31	上交所	华泰联合证券有限责任公司	预先披露
今创集团股份有限公司	2017-03-31	上交所	中信建投证券股份有限公司	预先披露更新
展鹏科技股份有限公司	2017-03-31	上交所	兴业证券股份有限公司	预先披露更新
杭州康基医疗器械股份有限公司	2017-03-31	上交所	中信证券股份有限公司	预先披露
江苏海鸥冷却塔股份有限公司	2017-03-31	上交所	民生证券股份有限公司	预先披露更新
河北润农节水科技股份有限公司	2017-03-31	上交所	中信建投证券股份有限公司	预先披露
河南润弘制药股份有限公司	2017-03-31	上交所	中信证券股份有限公司	预先披露更新
珠海市杰理科技股份有限公司	2017-03-31	上交所	中信建投证券股份有限公司	预先披露
福建顶点软件股份有限公司	2017-03-31	上交所	东方花旗证券有限公司	预先披露更新
芜湖伯特利汽车安全系统股份有限公司	2017-03-31	上交所	中国银河证券股份有限公司	预先披露
苏州春秋电子科技股份有限公司	2017-03-31	上交所	东莞证券股份有限公司	预先披露
财通证券股份有限公司	2017-03-31	上交所	瑞银证券有限责任公司	预先披露更新
中广天择传媒股份有限公司	2017-03-24	上交所	中信建投证券股份有限公司	预先披露更新
常州永安公共自行车系统股份有限公司	2017-03-24	上交所	中国国际金融股份有限公司	预先披露更新
江阴市恒润重工股份有限公司	2017-03-24	上交所	中德证券有限责任公司	预先披露更新
浙江奥翔药业股份有限公司	2017-03-24	上交所	国金证券股份有限公司	预先披露更新
浙江诚邦园林股份有限公司	2017-03-24	上交所	申万宏源证券承销保荐有限责任公司	预先披露更新
深圳市禾望电气股份有限公司	2017-03-24	上交所	华泰联合证券有限责任公司	预先披露更新
秦皇岛港股份有限公司	2017-03-24	上交所	中国国际金融股份有限公司	预先披露更新
上海米哈游网络科技股份有限公司	2017-03-17	上交所	华林证券股份有限公司	预先披露
仙鹤股份有限公司	2017-03-17	上交所	东方花旗证券有限公司	预先披露
南京证券股份有限公司	2017-03-17	上交所	东吴证券股份有限公司	预先披露
江苏万高药业股份有限公司	2017-03-17	上交所	德邦证券股份有限公司	预先披露
