公司名称	披露日期	上市地和板块	保荐机构	披露类型
上海锦和商业经营管理股份有限公司	2015-06-23	上交所	中信建投证券股份有限公司	预先披露更新
江苏赛福天钢索股份有限公司	2015-06-23	上交所	广发证券股份有限公司	预先披露更新
青岛鼎信通讯股份有限公司	2015-06-23	上交所	中国国际金融股份有限公司	预先披露更新
上海洗霸科技股份有限公司	2015-06-19	上交所	国泰君安证券股份有限公司	预先披露
上海浦江缆索股份有限公司	2015-06-19	上交所	浙商证券股份有限公司	预先披露
上海韦尔半导体股份有限公司	2015-06-19	上交所	国信证券股份有限公司	预先披露
山东金麒麟股份有限公司	2015-06-19	上交所	国金证券股份有限公司	预先披露
曼卡龙珠宝股份有限公司	2015-06-19	上交所	民生证券股份有限公司	预先披露
浙江真爱美家股份有限公司	2015-06-19	上交所	国信证券股份有限公司	预先披露
浙江迪贝电气股份有限公司	2015-06-19	上交所	东方花旗证券有限公司	预先披露
浙江铁流离合器股份有限公司	2015-06-19	上交所	安信证券股份有限公司	预先披露
陕西康惠制药股份有限公司	2015-06-19	上交所	国金证券股份有限公司	预先披露
湖南百利工程科技股份有限公司	2015-06-18	上交所	华融证券股份有限公司	预先披露更新
舟山港股份有限公司	2015-06-18	上交所	中国中投证券有限责任公司	预先披露更新
广州白云电器设备股份有限公司	2015-06-17	上交所	中信证券股份有限公司	预先披露更新
浙江德宏汽车电子电器股份有限公司	2015-06-17	上交所	摩根士丹利华鑫证券有限责任公司	预先披露更新
北京昭衍新药研究中心股份有限公司	2015-06-12	上交所	德邦证券股份有限公司	预先披露
新疆汇嘉时代百货股份有限公司	2015-06-12	上交所	中国银河证券股份有限公司	预先披露更新
江苏银行股份有限公司	2015-06-12	上交所	中银国际证券股份有限公司	预先披露更新
东莞台一盈拓科技股份有限公司	2015-06-12	上交所	国金证券股份有限公司	预先披露
科迈化工股份有限公司	2015-06-12	上交所	民生证券股份有限公司	预先披露
贵州永吉印务股份有限公司	2015-06-12	上交所	英大证券有限责任公司	预先披露
千禾味业食品股份有限公司	2015-06-11	上交所	招商证券股份有限公司	预先披露更新
山东天鹅棉业机械股份有限公司	2015-06-11	上交所	中德证券有限责任公司	预先披露更新
广州天创时尚鞋业股份有限公司	2015-06-11	上交所	招商证券股份有限公司	预先披露更新
浙江司太立制药股份有限公司	2015-06-11	上交所	东方花旗证券有限公司	预先披露更新
广西广播电视信息网络股份有限公司	2015-06-09	上交所	华泰联合证券有限责任公司	预先披露更新
申龙电梯股份有限公司	2015-06-08	上交所	光大证券股份有限公司	预先披露更新
三角轮胎股份有限公司	2015-06-08	上交所	安信证券股份有限公司	预先披露更新
亚翔系统集成科技（苏州）股份有限公司	2015-06-08	上交所	广州证券股份有限公司	预先披露更新
南京多伦科技股份有限公司	2015-06-08	上交所	华泰联合证券有限责任公司	预先披露更新
青岛康普顿科技股份有限公司	2015-06-08	上交所	光大证券股份有限公司	预先披露更新
安记食品股份有限公司	2015-06-05	上交所	安信证券股份有限公司	预先披露更新
浙江奥翔药业股份有限公司	2015-06-05	上交所	国金证券股份有限公司	预先披露
今创集团股份有限公司	2015-06-05	上交所	中信建投证券股份有限公司	预先披露
北京乾景园林股份有限公司	2015-06-05	上交所	招商证券股份有限公司	预先披露更新
上海保隆汽车科技股份有限公司	2015-06-05	上交所	第一创业摩根大通证券有限责任公司	预先披露
上海格尔软件股份有限公司	2015-06-05	上交所	国融证券股份有限公司	预先披露
南方出版传媒股份有限公司	2015-06-05	上交所	长城证券股份有限公司	预先披露更新
江苏海鸥冷却塔股份有限公司	2015-06-05	上交所	民生证券股份有限公司	预先披露
沈阳桃李面包股份有限公司	2015-06-05	上交所	中信证券股份有限公司	预先披露更新
福建坤彩材料科技股份有限公司	2015-06-05	上交所	国金证券股份有限公司	预先披露
正平路桥建设股份有限公司	2015-06-03	上交所	申万宏源证券承销保荐有限责任公司	预先披露更新
威龙葡萄酒股份有限公司	2015-06-03	上交所	第一创业摩根大通证券有限责任公司	预先披露更新
海南海汽运输集团股份有限公司	2015-06-03	上交所	金元证券股份有限公司	预先披露更新
博敏电子股份有限公司	2015-05-29	上交所	国信证券股份有限公司	预先披露更新
厦门金牌厨柜股份有限公司	2015-05-29	上交所	兴业证券股份有限公司	预先披露
山东惠发食品股份有限公司	2015-05-29	上交所	民生证券股份有限公司	预先披露
广东邦宝益智玩具股份有限公司	2015-05-29	上交所	国金证券股份有限公司	预先披露更新
江苏井神盐化股份有限公司	2015-05-29	上交所	西南证券股份有限公司	预先披露更新
江苏美思德化学股份有限公司	2015-05-29	上交所	广发证券股份有限公司	预先披露
江苏龙蟠科技股份有限公司	2015-05-29	上交所	国泰君安证券股份有限公司	预先披露
苏州道森钻采设备股份有限公司	2015-05-29	上交所	华泰联合证券有限责任公司	预先披露更新
金能科技股份有限公司	2015-05-29	上交所	国泰君安证券股份有限公司	预先披露
凤凰都市传媒科技股份有限公司	2015-05-28	上交所	中信证券股份有限公司	预先披露更新
安记食品股份有限公司	2015-05-28	上交所	安信证券股份有限公司	预先披露更新
中国核工业建设股份有限公司	2015-05-22	上交所	信达证券股份有限公司,中信建投证券股份有限公司	预先披露更新
北京建工环境修复股份有限公司	2015-05-22	上交所	中信证券股份有限公司	预先披露
楚源高新科技集团股份有限公司	2015-05-22	上交所	海通证券股份有限公司	预先披露
石家庄科林电气股份有限公司	2015-05-22	上交所	东吴证券股份有限公司	预先披露
重庆秦安机电股份有限公司	2015-05-22	上交所	长城证券股份有限公司	预先披露
国泰君安证券股份有限公司	2015-05-21	上交所	中国银河证券股份有限公司,华融证券股份有限公司	预先披露更新
浙江天达环保股份有限公司	2015-05-21	上交所	摩根士丹利华鑫证券有限责任公司	预先披露更新
金徽酒股份有限公司	2015-05-20	上交所	国泰君安证券股份有限公司	预先披露更新
读者出版传媒股份有限公司	2015-05-18	上交所	华龙证券股份有限公司	预先披露更新
河南思维自动化设备股份有限公司	2015-05-15	上交所	中信建投证券股份有限公司	预先披露更新
新经典文化股份有限公司	2015-05-15	上交所	东方花旗证券有限公司	预先披露
瑞斯康达科技发展股份有限公司	2015-05-15	上交所	招商证券股份有限公司	预先披露
浙江天成自控股份有限公司	2015-05-08	上交所	东方花旗证券有限公司	预先披露更新
惠达卫浴股份有限公司	2015-05-08	上交所	平安证券股份有限公司	预先披露
宁波圣龙汽车动力系统股份有限公司	2015-05-08	上交所	国信证券股份有限公司	预先披露
广东世运电路科技股份有限公司	2015-05-08	上交所	金元证券股份有限公司	预先披露
成都尼毕鲁科技股份有限公司	2015-05-08	上交所	摩根士丹利华鑫证券有限责任公司	预先披露
江苏新日电动车股份有限公司	2015-05-08	上交所	海通证券股份有限公司	预先披露
江苏新泉汽车饰件股份有限公司	2015-05-08	上交所	中信建投证券股份有限公司	预先披露
江苏省农垦农业发展股份有限公司	2015-05-08	上交所	国信证券股份有限公司	预先披露
江阴江化微电子材料股份有限公司	2015-05-08	上交所	华泰联合证券有限责任公司	预先披露
碳元科技股份有限公司	2015-05-08	上交所	中信证券股份有限公司	预先披露
营口金辰机械股份有限公司	2015-05-08	上交所	中泰证券股份有限公司	预先披露
北京韩建河山管业股份有限公司	2015-04-30	上交所	招商证券股份有限公司	预先披露更新
中国核能电力股份有限公司	2015-04-29	上交所	瑞银证券有限责任公司,中信证券股份有限公司	预先披露更新
金诚信矿业管理股份有限公司	2015-04-29	上交所	中信证券股份有限公司	预先披露更新
上海宝钢包装股份有限公司	2015-04-27	上交所	中信证券股份有限公司	预先披露更新
广东四通集团股份有限公司	2015-04-27	上交所	广发证券股份有限公司	预先披露更新
