城市定位,区县定位,街道定位,小区定位,热度,参考均价,建筑年代,建筑类型,物业费,物业,开发商,楼栋总数,房屋总数,经度,纬度,房龄
南京,六合 ,六合主城 ,银杏家园               ,0,12626,2008,板楼           ,,暂无信息                      ,南京骋望置业有限公司（南京）             ,6,156,118.858986 ,32.349693,11.0
南京,建邺 ,江心洲  ,升龙公园道              ,77,49785,2015,塔楼/板楼        ,1.9,上海高力国际物业服务有限公司            ,南京升龙元发置业有限公司               ,31,712,118.719923 ,32.052137,4.0
南京,玄武 ,玄武门  ,百子亭后               ,111,62333,1989,板楼           ,0.6,街道办事处（委员会）代管物业            ,南京市政建设开发有限公司               ,47,637,118.793542 ,32.073328000000004,30.0
南京,江宁 ,东山镇  ,万欣北苑               ,10,31808,2017,板楼           ,0.5,业主自筹物业                    ,南京江宁城镇建设开发有限责任公司           ,5,29,118.848375 ,31.942557,2.0
南京,秦淮 ,建康路  ,复兴巷                ,0,,1988,塔板结合         ,,无物业管理服务                   ,无开发商                       ,1,48,118.803882 ,32.034384,31.0
南京,高淳 ,高淳   ,中交荣域               ,0,8861,2019,板楼           ,,长城物业集团股份有限公司              ,中房（南京）地产有限公司               ,26,2471,118.899225 ,31.352894,0.0
南京,雨花台,板桥   ,石林云城               ,32,,2012,板楼           ,1.9,南京英联量行物业服务有限公司            ,南京市雨花台城镇建设综合开发有限公司         ,18,1160,118.665219 ,31.936897,7.0
南京,秦淮 ,朝天宫  ,石鼓路225号            ,95,36530,1994,板楼           ,,街道办事处（委员会）代管物业            ,南京市白下城市建设(集团)有限公司          ,5,196,118.7760502,32.04721339,25.0
南京,建邺 ,奥体   ,莱蒙水榭春天             ,423,56039,2014,板楼/塔板结合/平房   ,1.9,常州市莱蒙物业服务有限公司南京分公司        ,南京莱蒙置业有限公司                 ,9,1560,118.7324875,32.02752472,5.0
南京,建邺 ,南苑   ,金轮翡翠名园             ,120,38661,2013,板楼/塔板结合      ,1.9,南京新鸿运物业管理有限公司             ,南京翡翠金轮置业有限公司               ,3,211,118.7637072,32.02237839,6.0
南京,江宁 ,岔路口  ,天地新城天柱座            ,299,23647,2003,塔板结合         ,,南京天地物业管理有限公司              ,南京天地房地产开发有限公司              ,5,763,118.835149 ,31.980209999999996,16.0
南京,江宁 ,百家湖  ,仲景公寓               ,122,24452,2002,板楼           ,,南京世界村物业管理有限公司             ,南京市政建设开发有限公司               ,8,276,118.8126732,31.95108564,17.0
南京,玄武 ,长江路  ,珠江大厦               ,0,,1989,塔板结合         ,0.5,街道办事处（委员会）代管物业            ,无开发商                       ,1,1,118.798748 ,32.055310999999996,30.0
南京,秦淮 ,朝天宫  ,石鼓路193号            ,1,,2017,板楼           ,,无物业管理服务                   ,无开发商                       ,4,160,118.776906 ,32.047779,2.0
南京,江宁 ,湖熟   ,旺运花园               ,12,18771,2011,塔板结合         ,0.6,业主自筹物业                    ,陕西亿润经贸有限公司                 ,12,419,118.9438524,31.93788767,8.0
南京,建邺 ,南苑   ,宇园                 ,44,32488,1993,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京市雨花台城镇建设综合开发有限公司         ,10,420,118.763157 ,32.0287,26.0
    ,     ,       ,                   ,,,,             ,,                          ,                           ,,,           ,,
南京,高淳 ,高淳   ,东方公馆               ,1,10152,2019,板楼           ,1.5,和县嘉佳物业管理有限公司南京分公司         ,江苏海基房地产开发有限公司              ,5,502,118.918381 ,31.347702,0.0
南京,鼓楼 ,宁海路  ,易发科技大厦             ,14,33142,2000,塔板结合         ,0.5,私人承办物业                    ,鼓楼城乡建设综合开发（集团）公司           ,1,144,118.77861  ,32.057827,19.0
南京,玄武 ,月苑   ,紫萝苑                ,102,25661,1998,板楼/塔板结合      ,,私人承办物业                    ,南京市玄武区城建发展有限责任公司           ,11,656,118.838175 ,32.106187,21.0
南京,六合 ,大厂   ,扬子十四村              ,4,18394,1986,板楼           ,,街道办事处（委员会）代管物业            ,大理耀鹏房地产开发有限责任公司            ,21,937,118.7631473,32.24693075,33.0
南京,江宁 ,东山镇  ,东新南路               ,2,21933,1994,板楼/塔板结合/平房   ,0.1,业主自筹物业                    ,大理耀鹏房地产开发有限责任公司            ,7,134,118.865227 ,31.950439000000003,25.0
南京,秦淮 ,长乐路  ,师军巷3号              ,0,,2017,板楼           ,,无物业管理服务                   ,无开发商                       ,2,84,118.789859 ,32.020792,2.0
南京,玄武 ,仙鹤门  ,仙鹤茗苑               ,287,26214,2007,板楼/塔板结合      ,,街道办事处（委员会）代管物业            ,南京市玄武区城建发展有限责任公司           ,52,2234,118.9087867,32.09508365,12.0
南京,溧水 ,溧水城南 ,万科城香樟苑             ,0,,2020,板楼           ,,南京万科物业管理有限公司              ,暂无信息                       ,5,1262,119.059798 ,31.649669,-1.0
南京,浦口 ,江浦街道 ,金盛田阳光青城            ,115,25332,2015,板楼/塔板结合      ,1.5,街道办事处（委员会）代管物业            ,南京巨豪投资有限公司                 ,11,922,118.647628 ,32.075253000000004,4.0
南京,鼓楼 ,凤凰西街 ,育才公寓               ,640,69119,1998,板楼           ,0.9,南京双缘物业管理服务有限公司            ,银城实业股份有限公司                 ,22,1186,118.736657 ,32.051784999999995,21.0
南京,栖霞 ,仙林   ,仙林新村               ,51,37512,2001,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京栖霞建设股份有限公司               ,20,936,118.9186629,32.10159568,18.0
南京,秦淮 ,新街口  ,淮海路31号             ,69,56361,1984,板楼/塔板结合      ,0.5,业主自筹物业                    ,南京城镇建设开发有限公司               ,6,217,118.795541 ,32.043665999999995,35.0
南京,秦淮 ,瑞金路  ,御道街30号             ,226,42192,1980,板楼           ,,街道办事处（委员会）代管物业            ,玄武区城镇建设综合开发公司第六分公司         ,31,1198,118.82218  ,32.039809999999996,39.0
南京,秦淮 ,建康路  ,马府街                ,7,34048,1994,板楼           ,,街道办事处（委员会）代管物业            ,南京市白下区房产局                  ,4,115,118.798874 ,32.035601,25.0
南京,秦淮 ,五老村  ,五老村                ,124,38099,1977,板楼/塔板结合      ,,街道办事处（委员会）代管物业            ,南京市白下区房产局                  ,14,593,118.8038321,32.04347044,42.0
南京,六合 ,大厂   ,吴家洼                ,0,14990,1975,板楼           ,,无物业管理服务                   ,南京开发商                      ,7,169,118.7644643,32.21864,44.0
南京,鼓楼 ,水佐岗  ,虎踞北路10号            ,33,49362,1995,板楼           ,,街道办事处（委员会）代管物业            ,鼓楼区房产开发公司                  ,4,199,118.7636044,32.06897495,24.0
南京,鼓楼 ,小市   ,北城新天地              ,5,14253,2000,板楼           ,1,业主自筹物业                    ,南京利达投资发展顾问有限公司             ,1,186,118.796086 ,32.101673,19.0
南京,鼓楼 ,三牌楼  ,东瓜圃桥               ,17,33344,1985,板楼           ,0.2,街道办事处（委员会）代管物业            ,鼓楼区房产开发公司                  ,13,223,118.7730428,32.08850038,34.0
南京,秦淮 ,光华路  ,金象园                ,43,31039,1999,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京金象集团有限公司                 ,3,139,118.8183231,32.02612007,20.0
南京,江宁 ,东山镇  ,嘉顺时代广场             ,48,25578,2003,塔楼/板楼/塔板结合   ,,业主自筹物业                    ,南京嘉福置业有限公司                 ,5,676,118.856241 ,31.959051000000002,16.0
南京,浦口 ,江浦街道 ,国信阅景龙华             ,383,22055,2010,板楼           ,,街道办事处（委员会）代管物业            ,江苏国信象山地产有限公司               ,14,1171,118.643531 ,32.07910212,9.0
南京,鼓楼 ,华侨路  ,怡景花园               ,651,78979,1995,塔楼/板楼        ,,南京银城物业服务股份有限公司第一分公司       ,南京城市建设开发（集团）总公司            ,27,1365,118.7793112,32.05020151,24.0
南京,鼓楼 ,宁海路  ,仙霞公寓               ,211,112013,2006,板楼           ,1,街道办事处（委员会）代管物业            ,江苏建江物业招商发展有限公司             ,3,207,118.772148 ,32.06287031,13.0
南京,六合 ,大厂   ,三丰公寓               ,2,17010,2008,板楼/塔板结合      ,,南京青和物业管理有限公司              ,无开发商                       ,3,446,118.7541142,32.22920798,11.0
南京,江宁 ,江宁滨江 ,弘阳禹洲时光印象           ,25,17520,2019,板楼           ,1.9,南京弘阳物业管理有限公司              ,南京舜鸿房地产开发有限公司              ,19,1352,118.59861  ,31.860785999999997,0.0
南京,建邺 ,南湖   ,蓓蕾村西               ,17,30160,1985,板楼           ,0.3,街道办事处（委员会）代管物业            ,南京城市建设开发（集团）总公司            ,6,240,118.760368 ,32.036553000000005,34.0
南京,建邺 ,应天西路 ,涟城三期               ,20,38054,2000,板楼           ,1.9,暂无信息                      ,中建五局土木工程有限公司               ,11,117,118.762578 ,32.017463,19.0
南京,六合 ,南门新城 ,荣盛莉湖春晓             ,48,16853,2012,塔板结合         ,,南京六合荣盛物业管理有限公司            ,南京荣盛置业有限公司                 ,24,3242,118.8443159,32.32797728,7.0
南京,秦淮 ,月牙湖  ,卫岗西6号              ,20,29697,1985,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京市政建设开发有限公司               ,2,66,118.8435113,32.04556032,34.0
南京,建邺 ,水西门  ,瑞阳尊邸               ,77,43290,2005,板楼           ,,街道办事处（委员会）代管物业            ,南京市龙昌房地产开发集团有限公司           ,2,122,118.760175 ,32.039993,14.0
南京,鼓楼 ,湖南路  ,观音里小区              ,105,33035,1985,塔楼/板楼/塔板结合   ,0.5,街道办事处（委员会）代管物业            ,南京鼓楼城镇建设综合开发(集团)公司         ,28,983,118.789785 ,32.082049,34.0
南京,秦淮 ,朝天宫  ,止马营                ,32,30445,1998,板楼           ,,街道办事处（委员会）代管物业            ,南京城市建设开发（集团）总公司            ,10,391,118.778822 ,32.040101,21.0
南京,江宁 ,科学园  ,莱茵达路20号            ,0,19400,2003,塔板结合         ,,无物业管理服务                   ,无开发商                       ,1,13,118.870895 ,31.938187,16.0
南京,雨花台,雨花新村 ,雨花新村三村             ,74,26744,1985,塔楼/板楼/塔板结合   ,,街道办事处（委员会）代管物业            ,南京市雨花台区房地产综合开发有限责任公司       ,25,922,118.779822 ,32.002646999999996,34.0
南京,雨花台,铁心桥  ,凤翔新城二期             ,11,,2010,塔板结合         ,0.8,南京实诚置业有限责任公司              ,南京骋望置业有限公司（南京）             ,8,756,118.7672128,31.9755591,9.0
南京,建邺 ,南苑   ,利星公寓               ,29,26406,1993,板楼           ,0.3,街道办事处（委员会）代管物业            ,南京市城市建设开发（集团）有限责任公司        ,4,191,118.7594119,32.02630483,26.0
南京,秦淮 ,新街口  ,东渡大厦               ,1,33389,2017,板楼           ,,无物业管理服务                   ,无开发商                       ,1,73,118.798759 ,32.042525,2.0
南京,栖霞 ,仙林   ,依云溪谷二期             ,50,37885,2008,板楼           ,2.9,南京招商局物业管理有限公司             ,招商局地产（南京）有限公司              ,16,204,118.9269871,32.09758938,11.0
南京,玄武 ,北京东路 ,小营北路               ,4,,1999,板楼           ,0.5,街道办事处（委员会）代管物业            ,无开发商                       ,1,7,118.809678 ,32.059540999999996,20.0
南京,鼓楼 ,挹江门  ,双门楼                ,28,28364,1976,板楼/塔板结合      ,0.5,街道办事处（委员会）代管物业            ,南京市下关城市建设开发(集团)有限公司        ,9,204,118.761497 ,32.088128999999995,43.0
南京,玄武 ,红山   ,南京常发广场             ,1,34844,2016,塔楼           ,3.5,江苏常发物业服务有限公司              ,南京常发投资有限公司                 ,4,929,118.817119 ,32.091952,3.0
南京,鼓楼 ,湖南路  ,湖北路                ,34,31907,1985,板楼/塔板结合      ,,街道办事处（委员会）代管物业            ,南京鼓楼城镇建设综合开发(集团)公司         ,21,827,118.784297 ,32.07241,34.0
南京,六合 ,六合其它 ,金牛华府               ,4,8757,2015,塔楼/板楼        ,0.6,南京恒兴物业管理有限公司              ,南京嘉恒房地产开发有限公司              ,6,316,118.9344861,32.42408388,4.0
南京,鼓楼 ,建宁路  ,锦绣江山花园南苑           ,165,31583,2017,板楼           ,1.9,中冶置业集团物业服务有限公司南京分公司       ,南京临江老城改造建设投资有限公司           ,7,598,118.760435 ,32.107115,2.0
南京,秦淮 ,大光路  ,宏鹰大厦               ,22,25244,2000,板楼           ,,南京长江三角洲物业管理有限公司           ,长江三角洲(南京)房地产开发有限公司         ,1,160,118.8165211,32.02958482,19.0
南京,浦口 ,江浦街道 ,保利西江月              ,734,32386,2015,板楼           ,1.9,保利物业发展股份有限公司江苏分公司         ,保利江苏房地产发展有限公司              ,12,2580,118.66464  ,32.047897999999996,4.0
南京,鼓楼 ,凤凰西街 ,凤凰西街186号           ,70,39786,1998,板楼           ,0.5,业主自筹物业                    ,华阳房地产开发公司                  ,5,205,118.752723 ,32.04675,21.0
南京,溧水 ,溧水城北 ,塞纳名邸               ,7,10101,2000,板楼           ,0.45,南京卓邦物业管理有限公司              ,无                          ,28,912,119.03992  ,31.686688,19.0
南京,鼓楼 ,湖南路  ,大方新村               ,80,38326,1975,板楼           ,0.5,街道办事处（委员会）代管物业            ,鼓楼区房产开发公司                  ,12,425,118.778585 ,32.069846000000005,44.0
南京,秦淮 ,瑞金路  ,西华东村社区             ,173,40074,1991,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京城市建设开发（集团）总公司            ,18,858,118.814349 ,32.04486843,28.0
南京,栖霞 ,迈皋桥  ,景虹园                ,14,24042,1998,板楼           ,,无物业管理服务                   ,南京市城市建设开发（集团）有限责任公司        ,5,98,118.830894 ,32.109936,21.0
南京,秦淮 ,洪家园  ,汇景家园汇安苑            ,102,28352,2008,塔楼/板楼/塔板结合   ,,街道办事处（委员会）代管物业            ,南京景汇建设有限责任公司               ,15,648,118.819456 ,31.989275,11.0
南京,玄武 ,樱驼花园 ,樱铁村小区              ,145,25736,1986,板楼           ,0.5,业主自筹物业                    ,南京市城市建设开发（集团）有限责任公司        ,38,1739,118.8339317,32.09303484,33.0
南京,高淳 ,高淳   ,依水佳苑东区             ,0,10942,,未知类型         ,,暂无信息                      ,暂无信息                       ,6,120,118.895757 ,31.321008000000003,
南京,六合 ,六合主城 ,河畔家园A区             ,2,12822,2005,板楼           ,,无物业管理服务                   ,六合置业有限公司                   ,5,323,118.837478 ,32.359062,14.0
南京,玄武 ,樱驼花园 ,樱海公寓               ,39,29042,1999,板楼           ,0.5,业主自筹物业                    ,南京市城市建设开发（集团）有限责任公司        ,6,481,118.83826  ,32.092356,20.0
南京,玄武 ,北京东路 ,丁字巷52号             ,10,40469,1996,板楼           ,,无物业管理服务                   ,无开发商                       ,1,49,118.8173758,32.06246064,23.0
南京,雨花台,铁心桥  ,明豪花园               ,3,,,未知类型         ,,暂无信息                      ,暂无信息                       ,8,384,118.7392345,31.97800243,
南京,秦淮 ,朝天宫  ,张公桥小区              ,152,31065,1998,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京建邺城镇建设开发集团有限公司           ,7,922,118.776665 ,32.042041999999995,21.0
南京,溧水 ,溧水城中 ,城东花园               ,0,,,未知类型         ,,暂无信息                      ,暂无信息                       ,2,44,119.051741 ,31.668308000000003,
南京,鼓楼 ,许府巷  ,紫竹林2号              ,31,31438,1980,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京城市建设开发（集团）总公司            ,3,138,118.7819758,32.09069055,39.0
南京,秦淮 ,秦虹   ,诚通龙蟠汇              ,9,,,未知类型         ,,暂无信息                      ,南京泛悦房地产有限公司                ,2,990,118.806415 ,32.025172,
南京,建邺 ,江东   ,康园新寓               ,1,,,塔板结合         ,,暂无信息                      ,暂无信息                       ,1,42,118.75015  ,32.044106,
南京,秦淮 ,月牙湖  ,城开家园               ,218,37086,2004,塔板结合         ,1.2,业主自筹物业                    ,南京城开集团尚城置业有限公司             ,11,621,118.8343914,32.02653754,15.0
南京,秦淮 ,洪家园  ,路子铺小区              ,69,28675,1982,板楼           ,0.3,业主自筹物业                    ,南京市秦淮区房地产开发公司              ,18,660,118.8015994,32.00816044,37.0
南京,雨花台,洪家园  ,雨东机电花园             ,58,34941,2009,板楼/塔板结合      ,0.3,无物业管理服务                   ,无开发商                       ,6,243,118.795273 ,32.003331,10.0
南京,浦口 ,江浦街道 ,龙华路21号             ,1,22996,2003,板楼           ,0.5,暂无信息                      ,开发区建设集团建设开发分公司开发           ,1,26,118.643217 ,32.070904,16.0
南京,秦淮 ,五老村  ,逸仙名居               ,142,37965,2005,板楼           ,1.6,无物业管理服务                   ,江苏千禧房地产开发有限公司              ,2,235,118.8096203,32.04526112,14.0
南京,鼓楼 ,龙江   ,商会大厦黄金楼            ,13,27018,2003,塔板结合         ,1.5,业主自筹物业                    ,江苏正泰房地产开发有限公司              ,1,200,118.747075 ,32.070689,16.0
南京,建邺 ,油坊桥  ,莲花新城南苑             ,344,23852,2012,塔板结合         ,0.6,无物业管理服务                   ,南京中冶正兴置业有限责任公司             ,14,4550,118.7201644,31.96744714,7.0
南京,雨花台,铁心桥  ,中兴人才公寓             ,27,,2003,塔板结合         ,,南京万科物业管理有限公司              ,中兴地产                       ,10,1298,118.7739049,31.97669675,16.0
南京,雨花台,铁心桥  ,凤翔山庄四区             ,1,,,板楼           ,,暂无信息                      ,暂无信息                       ,2,2,118.762874 ,31.970436,
南京,栖霞 ,迈皋桥  ,十字街110号            ,20,27020,1995,板楼/塔板结合      ,0.4,街道办事处（委员会）代管物业            ,无开发商                       ,4,290,118.81867  ,32.105090999999994,24.0
南京,六合 ,大厂   ,扬子十二村              ,1,16999,1988,塔板结合         ,0.15,暂无信息                      ,陕西亿润经贸有限公司                 ,16,516,118.768942 ,32.247851000000004,31.0
南京,建邺 ,南苑   ,安康村                ,91,31719,1990,板楼           ,,街道办事处（委员会）代管物业            ,南京城市建设开发（集团）总公司            ,20,859,118.755751 ,32.03052,29.0
南京,六合 ,南门新城 ,荣城熙苑               ,0,14215,,未知类型         ,,暂无信息                      ,暂无信息                       ,10,1256,118.8459404,32.32063601,
南京,建邺 ,南苑   ,吉庆家园仲夏苑            ,191,33306,2003,板楼           ,1.5,业主自筹物业                    ,南京市雨花台区城镇建设综合开发总公司         ,8,393,118.761337 ,32.023087,16.0
南京,浦口 ,江浦街道 ,凤凰大街7号             ,2,18169,1998,板楼/塔板结合      ,30,暂无信息                      ,重庆汇东房地产开发有限公司              ,2,98,118.632554 ,32.063365999999995,21.0
南京,建邺 ,应天西路 ,新百花园               ,375,35950,2000,板楼/塔板结合      ,,南京大都市物业发展有限公司             ,南京新百房地产开发有限公司              ,14,855,118.760971 ,32.019259000000005,19.0
南京,鼓楼 ,湖南路  ,金峰大厦               ,0,,2008,塔板结合         ,2.5,暂无信息                      ,大理耀鹏房地产开发有限责任公司            ,1,288,118.789747 ,32.068452,11.0
南京,玄武 ,珠江路  ,成贤公寓               ,128,49893,2000,塔楼/塔板结合      ,1.2,街道办事处（委员会）代管物业            ,南京市长发都市房产开发有限公司            ,2,322,118.8012131,32.05575434,19.0
南京,鼓楼 ,华侨路  ,上海路8号              ,18,37443,1988,塔板结合         ,0.5,街道办事处（委员会）代管物业            ,南京城市建设开发（集团）总公司            ,4,82,118.78354  ,32.05064,31.0
南京,栖霞 ,仙林   ,东方天郡东区             ,254,39401,2007,板楼/塔板结合      ,2.5,南京栖霞建设集团物业有限公司            ,南京栖霞建设股份有限公司               ,15,736,118.9274968,32.10419965,12.0
南京,玄武 ,仙鹤门  ,仙居华庭               ,194,25773,2002,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京栖霞建设股份有限公司               ,57,1936,118.9051067,32.09389418,17.0
南京,建邺 ,油坊桥  ,大众花园               ,15,,,板楼           ,,无物业管理服务                   ,无开发商                       ,10,384,118.735247 ,31.976895000000003,
南京,鼓楼 ,五塘广场 ,幕府三村               ,10,34733,2000,板楼/塔板结合      ,,私人承办物业                    ,无开发商                       ,6,108,118.783975 ,32.117773,19.0
南京,雨花台,能仁里  ,亚东观云国际             ,222,41159,2007,塔楼/板楼        ,1.9,南京亚东物业管理公司                ,江苏亚东中浩建设发展有限公司             ,4,420,118.7705377,32.00961022,12.0
南京,建邺 ,奥体   ,奥体新城紫薇园            ,253,73117,2010,板楼           ,,南京奥体物业管理服务有限责任公司          ,南京奥体建设开发有限责任公司             ,11,440,118.729985 ,32.020691,9.0
南京,雨花台,铁心桥  ,东升山庄               ,6,16022,2005,板楼           ,0.25,暂无信息                      ,物业和度娘都不知道开发商名称             ,20,1059,118.7392643,31.96386951,14.0
南京,浦口 ,桥北   ,润富花园               ,257,18843,2006,板楼/塔板结合      ,,街道办事处（委员会）代管物业            ,南京天华百润投资发展有限责任公司           ,27,1260,118.743547 ,32.157387,13.0
南京,溧水 ,溧水城北 ,创维佳园               ,5,11004,2000,塔板结合         ,1.3,深圳创维物业发展有限公司南京分公司         ,创维数码置业（南京）有限公司             ,24,1224,119.0182574,31.69777273,19.0
南京,鼓楼 ,金陵 ,金陵新四村              ,49,24984,1991,板楼/塔板结合      ,0.5,业主自筹物业                    ,南京市下关城市建设开发(集团)有限公司        ,13,758,118.766887 ,32.11484696,28.0
南京,江宁 ,将军大道 ,托乐嘉单身公寓            ,377,23373,2003,塔楼/板楼        ,2.48,南京万科物业管理有限公司              ,南京筑诚置业发展有限公司               ,5,1485,118.7927   ,31.950391999999997,16.0
南京,浦口 ,江浦街道 ,招商雍宁府              ,33,,,未知类型         ,,暂无信息                      ,重庆招商依云房地产有限公司              ,10,867,118.623528 ,32.055091,
南京,玄武 ,玄武门  ,后大树根2号             ,52,46862,1995,板楼           ,0.5,街道办事处（委员会）代管物业            ,南京鼓楼城镇建设综合开发(集团)公司         ,4,118,118.7912735,32.08317047,24.0
南京,秦淮 ,月牙湖  ,金龙花园               ,165,28070,2000,板楼           ,0.5,私人承办物业                    ,南京市白下区房产局                  ,8,424,118.8505686,32.02385372,19.0
南京,浦口 ,江浦街道 ,供电局宿舍              ,6,26097,1998,板楼/塔板结合      ,,暂无信息                      ,无                          ,4,72,118.63387  ,32.060520000000004,21.0
南京,玄武 ,丹凤街  ,大石桥小区              ,99,63549,1983,板楼/塔板结合      ,0.5,无物业管理服务                   ,南京江宁市政建设房地产开发有限公司          ,11,352,118.796421 ,32.060666999999995,36.0
南京,秦淮 ,秦虹   ,蓝天华门国际花园           ,165,46643,2014,板楼           ,,江苏安居物业管理公司                ,南京禄口国际机场建设开发有限公司蓝天华门建设开发分公司,4,287,118.8081498,32.025903,5.0
南京,江宁 ,九龙湖  ,新城玖珑湖一期            ,526,36783,2015,塔楼/板楼/塔板结合   ,1.9,西藏新城悦物业服务股份有限公司南京分公司      ,南京新城创隆房地产有限公司              ,8,1077,118.835263 ,31.909794,4.0
南京,秦淮 ,光华路  ,观门口北村              ,20,28135,1989,塔板结合         ,0.5,街道办事处（委员会）代管物业            ,南京市白下区房产局                  ,10,426,118.8299471,32.023303600000006,30.0
南京,鼓楼 ,金陵 ,幕府佳园               ,386,27759,2001,板楼/塔板结合      ,0.35,业主自筹物业                    ,南京百市发展有限责任公司               ,31,1784,118.7788479,32.11491028,18.0
南京,栖霞 ,马群   ,百水芊城云水坊            ,100,22802,2007,板楼           ,,江苏长江物业管理有限公司              ,南京市栖霞区房地产综合开发总公司           ,31,1368,118.915032 ,32.052349,12.0
南京,栖霞 ,马群   ,保利紫晶山              ,409,37241,2010,板楼           ,1.9,保利物业管理有限公司江苏分公司           ,保利江苏房地产发展有限公司              ,78,1411,118.914584 ,32.089084,9.0
南京,江宁 ,东山镇  ,五小区                ,11,22628,1999,板楼/塔板结合      ,0.5,业主自筹物业                    ,江宁市政房地产开发有限公司              ,2,2,118.85493  ,31.953069,20.0
南京,秦淮 ,长乐路  ,丁村小区               ,6,25887,1985,板楼/塔板结合      ,0.3,业主自筹物业                    ,无开发商                       ,4,72,118.790486 ,32.012941,34.0
南京,建邺 ,水西门  ,湖心花园               ,495,34216,1999,板楼           ,,南京星辰瀚海物业管理有限公司            ,南京宁佳房地产开发有限公司              ,13,872,118.759505 ,32.03855,20.0
南京,雨花台,宁南   ,阅城国际花园馨然园          ,188,44017,2005,塔板结合         ,1,南京应天物业管理有限公司              ,南京江东房地产开发有限公司              ,5,396,118.7830101,31.990219399999997,14.0
南京,秦淮 ,秦虹   ,明通家园               ,90,31180,2003,板楼           ,0.7,南京常青藤物业管理有限公司             ,无开发商                       ,10,194,118.817088 ,32.014654,16.0
南京,江宁 ,东山镇  ,丝织厂小区              ,15,22636,1995,板楼/塔板结合      ,0.5,业主自筹物业                    ,南京市江宁城镇建设综合开发总公司           ,14,461,118.867455 ,31.957036,24.0
南京,玄武 ,锁金村  ,花园路15号             ,50,27488,1993,塔板结合         ,0.3,业主自筹物业                    ,南京城市建设开发（集团）总公司            ,4,224,118.830265 ,32.088478,26.0
南京,溧水 ,溧水城北 ,金东城世家西园二期          ,7,10746,2000,板楼           ,,南京海成物业管理有限公司              ,无                          ,15,1329,119.045432 ,31.680941999999998,19.0
南京,江宁 ,湖熟   ,瑞鑫苑                ,0,12740,,未知类型         ,,暂无信息                      ,暂无信息                       ,3,26,118.9757084,31.86977624,
南京,栖霞 ,迈皋桥  ,合班村122号            ,7,26650,2004,板楼           ,0.45,业主自筹物业                    ,无开发商                       ,2,69,118.823116 ,32.113490000000006,15.0
南京,秦淮 ,长乐路  ,磊功巷                ,2,31544,,板楼           ,,暂无信息                      ,暂无信息                       ,1,78,118.796603 ,32.02143,
南京,秦淮 ,长乐路  ,大油坊巷               ,16,38826,1981,板楼/塔板结合      ,,街道办事处（委员会）代管物业            ,南京市政建设开发有限公司               ,13,295,118.792608 ,32.022847,38.0
南京,江宁 ,百家湖  ,百家湖国际花园            ,1371,25665,2006,塔楼           ,1,南京合和物业管理有限公司              ,南京利源物业发展有限公司               ,10,1853,118.8147553,31.94467424,13.0
南京,浦口 ,江浦街道 ,公园北路               ,3,21851,2004,板楼/塔板结合      ,0.5,街道办事处（委员会）代管物业            ,无开发商                       ,11,235,118.629489 ,32.069312,15.0
南京,鼓楼 ,三牌楼  ,西柏果园58号            ,53,46152,1979,板楼           ,0.1,街道办事处（委员会）代管物业            ,鼓楼区房产开发公司                  ,7,210,118.772394 ,32.086484999999996,40.0
南京,鼓楼 ,热河南路 ,中海桃源里              ,114,49225,2015,板楼           ,2.8,中海物业管理有限公司南京分公司           ,南京海欣房地产开发有限公司              ,11,915,118.748461 ,32.077290000000005,4.0
南京,秦淮 ,瑞金路  ,瑞金路二号四号小区          ,234,37635,1965,板楼           ,,无物业管理服务                   ,南京市白下城市建设(集团)有限公司          ,60,1982,118.8123439,32.03807268,54.0
南京,秦淮 ,新街口  ,建华大厦裙楼             ,0,17851,1998,塔楼           ,,无物业管理服务                   ,无开发商                       ,1,122,118.788096 ,32.045834,21.0
南京,秦淮 ,瑞金路  ,中山门小区              ,150,34635,1985,板楼/塔板结合      ,0.25,街道办事处（委员会）代管物业            ,南京城市建设开发（集团）总公司            ,12,533,118.832286 ,32.043739,34.0
南京,高淳 ,高淳   ,万福城                ,0,9732,,未知类型         ,,暂无信息                      ,暂无信息                       ,31,876,118.90848  ,31.343464,
南京,栖霞 ,仙林   ,鸿运嘉园               ,340,30189,2011,板楼           ,1.7,南京银城物业服务股份有限公司            ,南京南邮置业有限公司                 ,23,1332,118.9304093,32.12784402,8.0
南京,浦口 ,桥北   ,浦东二村               ,6,21985,1990,板楼           ,,暂无信息                      ,西安大德房地产开发有限公司              ,4,156,118.7257835,32.11493826,29.0
南京,雨花台,铁心桥  ,油坊公寓               ,0,,2000,平房           ,1.9,暂无信息                      ,招商地产子公司上海招商                ,4,96,118.735658 ,31.961073,19.0
南京,栖霞 ,尧化门  ,金地明悦               ,90,26651,2014,板楼           ,1.9,无物业管理服务                   ,金地集团南京置业发展有限公司             ,11,1709,118.8969877,32.13866331,5.0
