iter	Accuracy	MultiClass
1792	0.9825333333	0.1423555013
1793	0.9826	0.1422390462
1794	0.9827333333	0.1421060384
1795	0.9828	0.1420597331
1796	0.9827333333	0.1420058268
1797	0.9828	0.1419251465
1798	0.9828666667	0.141822998
1799	0.983	0.1417157878
1800	0.9829333333	0.1416170573
1801	0.9829333333	0.1415658854
1802	0.9830666667	0.1415156738
1803	0.9832	0.1414381185
1804	0.9832	0.1413692383
1805	0.9831333333	0.1412950033
1806	0.9832	0.1411960612
1807	0.9833333333	0.1410889811
1808	0.9834	0.1410234049
1809	0.9833333333	0.1409772298
1810	0.9833333333	0.1409387695
1811	0.9833333333	0.1408895671
1812	0.9833333333	0.1408512533
1813	0.9834	0.1407838379
1814	0.9834	0.1406904785
1815	0.9834666667	0.1406185221
1816	0.9834666667	0.1405519857
1817	0.9835333333	0.1404432292
1818	0.9833333333	0.1403358724
1819	0.9833333333	0.1402582682
1820	0.9834	0.1402109049
1821	0.9834666667	0.140138444
1822	0.9836	0.1400430501
1823	0.9836	0.1400027669
1824	0.9836666667	0.1399483561
1825	0.9837333333	0.1398990723
1826	0.9838	0.1398259766
1827	0.9838666667	0.1397720052
1828	0.9838666667	0.1397006185
1829	0.9839333333	0.1395866862
1830	0.9838666667	0.1395342936
1831	0.9838666667	0.1394773763
1832	0.9838	0.1394303711
1833	0.9838	0.1393628418
1834	0.9836666667	0.1392871094
1835	0.9838	0.139242041
1836	0.9839333333	0.1391672363
1837	0.9840666667	0.1390876302
1838	0.9841333333	0.1389982585
1839	0.9842	0.1389092122
1840	0.9841333333	0.1388003906
1841	0.9841333333	0.1387267741
1842	0.984	0.1386587891
1843	0.9842	0.1385557454
1844	0.9842	0.1384923177
1845	0.9842666667	0.1384045247
1846	0.9842	0.1383418945
1847	0.9842	0.1383044108
1848	0.9842666667	0.138226123
1849	0.9842	0.1381555013
1850	0.9841333333	0.138070459
1851	0.9843333333	0.1379844727
1852	0.9844	0.137894515
1853	0.9844666667	0.137799821
1854	0.9846	0.1377122721
1855	0.9846666667	0.1376333171
1856	0.9846666667	0.1375914388
1857	0.9846666667	0.1375236165
1858	0.9848666667	0.1374703939
1859	0.9847333333	0.1374130371
1860	0.9848	0.1373386719
1861	0.9849333333	0.1372454427
1862	0.9849333333	0.1371760579
1863	0.985	0.1371346029
1864	0.9849333333	0.1370743164
1865	0.9848666667	0.137046582
1866	0.985	0.1369864746
1867	0.985	0.1369132975
1868	0.985	0.1368510091
1869	0.9851333333	0.1367369303
1870	0.9852666667	0.1366624186
1871	0.9853333333	0.1365871094
1872	0.9854	0.1365362142
1873	0.9854	0.1364700765
1874	0.9854	0.1364041748
1875	0.9854	0.1363222005
1876	0.9855333333	0.1362350993
1877	0.9855333333	0.1361817546
1878	0.9856	0.136090625
1879	0.9856666667	0.1360493571
1880	0.9856	0.1359626709
1881	0.9856	0.1358906901
1882	0.9857333333	0.1358204915
1883	0.9856	0.135718221
1884	0.9855333333	0.1356449626
1885	0.9856	0.1355846436
1886	0.9855333333	0.1355491374
1887	0.9856	0.1354748128
1888	0.9856666667	0.13541132
1889	0.9857333333	0.135321696
1890	0.9858666667	0.1352634847
1891	0.9858666667	0.1352078044
1892	0.986	0.135102653
1893	0.9860666667	0.135057251
1894	0.9861333333	0.1350060954
1895	0.9861333333	0.1349678385
1896	0.9862	0.134883431
1897	0.9862666667	0.1348232178
1898	0.9862	0.1347739421
1899	0.9861333333	0.1347037109
1900	0.9861333333	0.1346615479
1901	0.9862666667	0.1346144857
1902	0.9864	0.134584432
1903	0.9862	0.1345131022
1904	0.9863333333	0.1344509196
1905	0.9863333333	0.1344170247
1906	0.9864	0.1343588949
1907	0.9862666667	0.1342960612
1908	0.9864	0.1342479492
1909	0.9863333333	0.1341249837
1910	0.9863333333	0.1340444661
1911	0.9864	0.1339964274
1912	0.9864666667	0.1339568115
1913	0.9864666667	0.1339148682
1914	0.9864666667	0.1338766439
1915	0.9864666667	0.1338060384
1916	0.9866	0.133735376
1917	0.9864666667	0.1336487223
1918	0.9865333333	0.1335780843
1919	0.9866666667	0.1334959147
1920	0.9868666667	0.1334373861
1921	0.9868	0.1333349447
1922	0.987	0.133291626
1923	0.9869333333	0.1332566243
1924	0.9870666667	0.1331904053
1925	0.9869333333	0.1331267253
1926	0.9868666667	0.1330544515
1927	0.9869333333	0.1330056641
1928	0.9869333333	0.1329137533
1929	0.9871333333	0.1328331706
1930	0.9871333333	0.1327520101
1931	0.9872	0.1326882813
1932	0.9871333333	0.1326104736
1933	0.9871333333	0.1325382813
1934	0.9871333333	0.1324855306
1935	0.9872	0.1324001628
1936	0.9873333333	0.1323448405
1937	0.9873333333	0.1323084066
1938	0.9873333333	0.132256071
1939	0.9873333333	0.132232723
1940	0.9872666667	0.1322061849
1941	0.9872666667	0.132110734
1942	0.9873333333	0.1320400472
1943	0.9873333333	0.1319663818
1944	0.9873333333	0.1319006185
1945	0.9874	0.1318451497
1946	0.9874666667	0.1317357666
1947	0.9874666667	0.1316509033
1948	0.9874666667	0.1315291667
1949	0.9874666667	0.1314476074
1950	0.9875333333	0.131377238
1951	0.9876	0.1313218018
1952	0.9876	0.1312664144
1953	0.9876	0.1311902507
1954	0.9876	0.1311750488
1955	0.9876666667	0.1311458577
1956	0.9877333333	0.1310908122
1957	0.9877333333	0.131012972
1958	0.9877333333	0.1309546143
1959	0.9877333333	0.1309088379
1960	0.9876	0.1308313314
1961	0.9876666667	0.1307505534
1962	0.9876666667	0.1306884359
1963	0.9877333333	0.1306046712
1964	0.9877333333	0.1305656169
1965	0.9878666667	0.1304848714
1966	0.9878666667	0.1304138672
1967	0.9878666667	0.1303742676
1968	0.9879333333	0.1303137451
1969	0.9879333333	0.1302178223
1970	0.9878666667	0.1301562256
1971	0.9879333333	0.1301071859
1972	0.9879333333	0.1300390299
1973	0.988	0.1299448486
1974	0.9880666667	0.1298897705
1975	0.9881333333	0.129817277
1976	0.9882	0.1297257324
1977	0.9881333333	0.1296259359
1978	0.9882	0.1295480387
1979	0.9882	0.1294777588
1980	0.9882	0.129422876
1981	0.9882666667	0.1293458171
1982	0.9883333333	0.1292989665
1983	0.9884666667	0.1292389404
1984	0.9884	0.1291974365
1985	0.9884	0.1291509928
1986	0.9882666667	0.1290972331
1987	0.9884666667	0.1290414469
1988	0.9884666667	0.1289532471
1989	0.9884666667	0.1288982585
1990	0.9884666667	0.1288385742
1991	0.9884666667	0.1287922852
1992	0.9885333333	0.1287303792
1993	0.9884666667	0.1286869059
1994	0.9886	0.1286335205
1995	0.9885333333	0.128558724
1996	0.9886	0.1284613037
1997	0.9886666667	0.1283881429
1998	0.9887333333	0.1283224202
1999	0.9886666667	0.1282672852
2000	0.9886666667	0.1282018229
2001	0.9886666667	0.1281643555
2002	0.9886666667	0.1281205973
2003	0.9886666667	0.1280784505
2004	0.9884666667	0.1280146566
2005	0.9885333333	0.1279662272
2006	0.9886	0.1278772624
2007	0.9886666667	0.1277938558
2008	0.9886666667	0.1277197103
2009	0.9886	0.1276309245
2010	0.9886666667	0.1275683512
2011	0.9885333333	0.1274709066
2012	0.9886	0.1274229736
2013	0.9887333333	0.1273699544
2014	0.9887333333	0.1273082194
2015	0.9887333333	0.1272465169
2016	0.9887333333	0.1272027832
2017	0.9887333333	0.1270963704
2018	0.9886666667	0.1270348145
2019	0.9886666667	0.126974821
2020	0.9886666667	0.1269142334
2021	0.9886666667	0.1268534505
2022	0.9886666667	0.1268115397
2023	0.9886666667	0.1267750407
2024	0.9886666667	0.1267445557
2025	0.9886666667	0.1266895345
2026	0.9886	0.126611735
2027	0.9886666667	0.1265113688
2028	0.9886666667	0.1264558431
2029	0.9887333333	0.1263813314
2030	0.9888666667	0.1262999023
2031	0.9888	0.1262617676
2032	0.9887333333	0.1261984131
2033	0.9888	0.1260934489
2034	0.9888	0.1260300618
2035	0.9888666667	0.1259937419
2036	0.9889333333	0.125932015
2037	0.9889333333	0.1258801921
2038	0.989	0.1258301107
2039	0.989	0.1257588704
2040	0.9890666667	0.1257041504
2041	0.989	0.1256308512
2042	0.989	0.1256054118
2043	0.989	0.1255170492
2044	0.9889333333	0.1254734212
2045	0.9890666667	0.1253966553
2046	0.9890666667	0.1253490967
2047	0.9891333333	0.1252817546
2048	0.9893333333	0.1251818359
2049	0.9893333333	0.1251255778
2050	0.9892666667	0.1250761068
2051	0.9892666667	0.1250343913
2052	0.9893333333	0.1249550781
2053	0.9894	0.1249030273
2054	0.9893333333	0.1248485026
2055	0.9894	0.1247922201
2056	0.9894666667	0.1247413086
2057	0.9894666667	0.1246931478
2058	0.9894	0.1246272217
2059	0.9894666667	0.124602002
2060	0.9894	0.1245713216
2061	0.9894	0.1245284831
2062	0.9894666667	0.1244747559
2063	0.9894666667	0.1244010498
2064	0.9895333333	0.1243534668
2065	0.9894666667	0.1242954183
2066	0.9894666667	0.12424882
2067	0.9894666667	0.1241411865
2068	0.9895333333	0.124091333
2069	0.9895333333	0.124026237
2070	0.9896	0.1239647298
2071	0.9896	0.1238771891
2072	0.9896	0.1238202393
2073	0.9896	0.1237714193
2074	0.9896666667	0.1236763835
2075	0.9896	0.1236166667
2076	0.9896	0.123562557
2077	0.9895333333	0.123499821
2078	0.9896	0.123465389
2079	0.9896	0.1234141276
2080	0.9896	0.1233796794
2081	0.9896	0.1233321045
2082	0.9896	0.1232257894
2083	0.9896	0.123156014
2084	0.9896	0.1230944336
2085	0.9896666667	0.123017391
2086	0.9896666667	0.122982723
2087	0.9896666667	0.1228992432
2088	0.9896666667	0.1228507894
2089	0.9896666667	0.1228231201
2090	0.9897333333	0.1227804281
2091	0.9897333333	0.1226872803
2092	0.9897333333	0.1226080241
2093	0.9897333333	0.1225702881
2094	0.9897333333	0.1225061117
2095	0.9898	0.1224027344
2096	0.9898	0.1223224528
2097	0.9897333333	0.1222672689
2098	0.9898	0.1221959554
2099	0.9898	0.122156071
2100	0.9897333333	0.1220747396
2101	0.9897333333	0.1220315674
2102	0.9897333333	0.1219763753
2103	0.9898	0.1219079508
2104	0.9898666667	0.1218661947
2105	0.9899333333	0.1218198079
2106	0.9899333333	0.121767627
2107	0.9898666667	0.1216955485
2108	0.9898666667	0.1216261637
2109	0.9898666667	0.1215566406
2110	0.99	0.1214778239
2111	0.99	0.1214137126
2112	0.99	0.1213413005
2113	0.99	0.1213131999
2114	0.99	0.1212384684
2115	0.99	0.1211697266
2116	0.99	0.1211395915
2117	0.9900666667	0.1210810059
2118	0.9901333333	0.121027596
2119	0.9902666667	0.1209642008
2120	0.9902666667	0.1209153076
2121	0.9902	0.120854484
2122	0.9902	0.1208237061
2123	0.9902	0.1207656413
2124	0.9902666667	0.1206981771
2125	0.9902666667	0.1206302816
2126	0.9902666667	0.1205816976
2127	0.9902666667	0.1205148926
2128	0.9902666667	0.1204309001
2129	0.9902666667	0.1203598307
2130	0.9902666667	0.1202924479
2131	0.9902666667	0.1202561849
2132	0.9903333333	0.12021757
2133	0.9904	0.1201477214
2134	0.9905333333	0.1200985758
2135	0.9905333333	0.1200747559
2136	0.9905333333	0.1200312174
2137	0.9905333333	0.120008374
2138	0.9905333333	0.1199412354
2139	0.9904666667	0.1198915202
2140	0.9904666667	0.1198532715
2141	0.9905333333	0.1197686686
2142	0.9905333333	0.1197058024
2143	0.9907333333	0.1196600586
2144	0.9906666667	0.1196225098
2145	0.9907333333	0.1195790202
2146	0.9907333333	0.1195195801
2147	0.9907333333	0.1194760579
2148	0.9907333333	0.1194380452
2149	0.9906666667	0.1194155924
2150	0.9907333333	0.1193501953
2151	0.9906666667	0.1193143148
2152	0.9906666667	0.1192292399
2153	0.9907333333	0.1191253418
2154	0.9907333333	0.119093457
2155	0.9906666667	0.1190323405
2156	0.9906666667	0.1189879557
2157	0.9907333333	0.1188964518
2158	0.9907333333	0.1188694092
2159	0.9906	0.118802002
2160	0.9906666667	0.1187453288
2161	0.9906666667	0.1187093913
2162	0.9907333333	0.1186597982
2163	0.9908	0.1186128499
2164	0.9908	0.1185853597
2165	0.9908666667	0.1185540365
2166	0.9909333333	0.1185079346
2167	0.9909333333	0.1184488525
2168	0.9908666667	0.1184071045
2169	0.9907333333	0.1183207194
2170	0.9908	0.1182625081
2171	0.9907333333	0.1182090658
2172	0.9906666667	0.1181488932
2173	0.9909333333	0.1180635254
2174	0.9908666667	0.1180388509
2175	0.9909333333	0.1179887614
2176	0.9909333333	0.1179316162
2177	0.9909333333	0.1179100911
2178	0.9909333333	0.1178674723
2179	0.9909333333	0.1178043213
2180	0.9909333333	0.1177714844
2181	0.991	0.1177066243
2182	0.991	0.1176275309
2183	0.9910666667	0.1175944417
2184	0.9910666667	0.1175650472
2185	0.9910666667	0.1175104411
2186	0.9910666667	0.1174335042
2187	0.9910666667	0.117379248
2188	0.9910666667	0.1173357747
2189	0.9911333333	0.1173009033
2190	0.9912	0.1172271566
2191	0.9912	0.1171682943
2192	0.9912	0.117134082
2193	0.9912	0.1171087321
2194	0.9912	0.117057487
2195	0.9912	0.1170158122
2196	0.9912666667	0.1169607178
2197	0.9913333333	0.1168868083
2198	0.9914666667	0.1168369954
2199	0.9916	0.1167681478
2200	0.9916	0.116736556
2201	0.9916666667	0.1166659831
2202	0.9917333333	0.1166154541
2203	0.9917333333	0.1165790527
2204	0.9916666667	0.1165163005
2205	0.9916666667	0.1164496989
2206	0.9918	0.1163779378
2207	0.9918	0.1163392578
2208	0.9918	0.1162807292
2209	0.9918	0.1162149577
2210	0.9917333333	0.1161896647
2211	0.9918	0.1161479004
2212	0.9918	0.1160819906
2213	0.9918	0.1160459066
2214	0.9918	0.1159940023
2215	0.9918	0.1159740804
2216	0.9917333333	0.1159346924
2217	0.9918	0.1158873942
2218	0.9918	0.1158447754
2219	0.9918	0.11578514
2220	0.9918	0.1157517904
2221	0.9918666667	0.1156993245
2222	0.9917333333	0.1156184245
2223	0.9916666667	0.1155864827
2224	0.9916666667	0.1155564616
2225	0.9916666667	0.1154750407
2226	0.9916666667	0.1154249186
2227	0.9916666667	0.1153603678
2228	0.9917333333	0.1153111654
2229	0.9917333333	0.1152338542
2230	0.9918	0.1152029785
2231	0.9917333333	0.1151511556
2232	0.9917333333	0.1151200439
2233	0.9917333333	0.115083488
2234	0.9918666667	0.1150311686
2235	0.9918666667	0.1149994059
2236	0.9918666667	0.1149538737
2237	0.9919333333	0.1148976318
2238	0.9918	0.1148481201
2239	0.9918	0.1148076253
2240	0.9918	0.1147927002
2241	0.9917333333	0.1147290283
2242	0.9918666667	0.1146840495
2243	0.9918666667	0.1146029134
2244	0.9918666667	0.1145458577
2245	0.9918	0.1144652262
2246	0.9918	0.1144176676
2247	0.9918	0.1143761882
2248	0.9918	0.1143155029
2249	0.9918666667	0.1142775065
2250	0.9919333333	0.1142298991
2251	0.992	0.1141869059
2252	0.992	0.1141518799
2253	0.9918	0.1141030111
2254	0.9918666667	0.1140293294
2255	0.9919333333	0.1139906657
2256	0.9919333333	0.1139231445
2257	0.9919333333	0.1138231852
2258	0.9919333333	0.1137857747
2259	0.992	0.1137316081
2260	0.9920666667	0.1136903483
2261	0.9920666667	0.1136196777
2262	0.9921333333	0.1135527832
2263	0.9921333333	0.1134782389
2264	0.9921333333	0.1133992025
2265	0.9921333333	0.1133435547
2266	0.9922	0.113289974
2267	0.9922666667	0.1132127035
2268	0.9923333333	0.1131673665
2269	0.9924	0.1131112712
2270	0.9926	0.1130255127
2271	0.9925333333	0.1129889323
2272	0.9924666667	0.112948055
2273	0.9924666667	0.1128719808
2274	0.9924666667	0.112842627
2275	0.9924666667	0.1127901367
2276	0.9924666667	0.1127353923
2277	0.9924666667	0.1126914225
2278	0.9924666667	0.1126631673
2279	0.9925333333	0.1126104085
2280	0.9925333333	0.1125616048
2281	0.9926666667	0.1124898275
2282	0.9926	0.1124331055
2283	0.9926	0.1123767171
2284	0.9925333333	0.1123275391
2285	0.9926	0.1122902588
2286	0.9925333333	0.1122312012
2287	0.9925333333	0.1121597575
2288	0.9924666667	0.1121273356
2289	0.9924666667	0.1120949626
2290	0.9926666667	0.1120317546
2291	0.9926666667	0.1119942057
2292	0.9926666667	0.111963387
2293	0.9927333333	0.1119147786
2294	0.9928666667	0.1118683268
2295	0.9928	0.1118090169
2296	0.9928	0.1117530762
2297	0.9928	0.1116992106
2298	0.9928	0.1116526449
2299	0.9928	0.1116157633
2300	0.9928666667	0.1115769043
2301	0.9928666667	0.1115324463
2302	0.9929333333	0.1114838867
2303	0.993	0.1114389486
2304	0.9929333333	0.111368807
2305	0.9929333333	0.1113150798
2306	0.9929333333	0.1112804362
2307	0.9929333333	0.1112315104
2308	0.9929333333	0.1111733805
2309	0.9929333333	0.1111249105
2310	0.9929333333	0.1111077799
2311	0.993	0.1110570801
2312	0.993	0.111028361
2313	0.993	0.1109633626
2314	0.993	0.1109228353
2315	0.9929333333	0.1108822917
2316	0.993	0.1108483561
2317	0.9930666667	0.1108127035
2318	0.9930666667	0.110758431
2319	0.9930666667	0.1107244222
2320	0.9930666667	0.1106632243
2321	0.9930666667	0.1106075439
2322	0.9930666667	0.1105704102
2323	0.9930666667	0.110501473
2324	0.9930666667	0.1104482585
2325	0.9930666667	0.1103932861
2326	0.9930666667	0.1103341553
2327	0.9932666667	0.110285083
2328	0.9932666667	0.1102046712
2329	0.9932666667	0.1101548991
2330	0.9932666667	0.1101178141
2331	0.9932666667	0.1100896403
2332	0.9932666667	0.1100600667
2333	0.9932666667	0.1099975667
2334	0.9932666667	0.1099672119
2335	0.9932666667	0.1099154785
2336	0.9932	0.1098559163
2337	0.9932	0.1098254964
2338	0.9931333333	0.1097304525
2339	0.9931333333	0.1096820801
2340	0.9931333333	0.1096282796
2341	0.9931333333	0.109578068
2342	0.9932	0.1095356608
2343	0.9932	0.1094952881
2344	0.9932	0.1094245605
2345	0.9931333333	0.1093747233
2346	0.9930666667	0.1093317057
2347	0.9931333333	0.1092866292
2348	0.9932	0.1092278971
2349	0.9932	0.1091600179
2350	0.9934	0.1091082845
2351	0.9933333333	0.1090631917
2352	0.9934	0.109031071
2353	0.9934	0.1090028971
2354	0.9934	0.1089686768
2355	0.9933333333	0.1089237956
2356	0.9933333333	0.1088994954
2357	0.9933333333	0.1088749512
2358	0.9934	0.1088462565
2359	0.9933333333	0.1087981771
2360	0.9934666667	0.10875271
2361	0.9935333333	0.1087135579
2362	0.9934666667	0.1086504232
2363	0.9935333333	0.1086036702
2364	0.9935333333	0.1085815186
2365	0.9934666667	0.1085472249
2366	0.9936	0.108502653
2367	0.9936	0.1084837565
2368	0.9935333333	0.1083994303
2369	0.9935333333	0.1083670654
2370	0.9936	0.1083228678
2371	0.9936666667	0.1082845133
2372	0.9936	0.1082530518
2373	0.9936	0.1081835124
2374	0.9936	0.1081453613
2375	0.9936666667	0.1080873698
2376	0.9937333333	0.1080401367
2377	0.9937333333	0.10796993
2378	0.9937333333	0.1079046631
2379	0.9937333333	0.1078529867
2380	0.9937333333	0.1078269531
2381	0.9937333333	0.1077592529
2382	0.9937333333	0.1076764486
2383	0.9937333333	0.1076431396
2384	0.9937333333	0.1076105632
2385	0.9937333333	0.1075551188
2386	0.9938	0.1075098796
2387	0.9938	0.1074698812
2388	0.9938	0.107429891
2389	0.9938	0.1073778971
2390	0.9938	0.1073268962
2391	0.9938666667	0.1072692952
2392	0.9938666667	0.1072413493
2393	0.9938666667	0.1071692057
2394	0.9938666667	0.1071016602
2395	0.9939333333	0.1070491699
2396	0.9939333333	0.1070226237
2397	0.9939333333	0.1069613607
2398	0.9939333333	0.1069267415
2399	0.994	0.106902124
2400	0.9941333333	0.1068734782
2401	0.9941333333	0.1068386393
2402	0.9941333333	0.1067997233
2403	0.9941333333	0.1067666016
2404	0.9942666667	0.1067214844
2405	0.9942666667	0.106672404
2406	0.9942666667	0.1066423665
2407	0.9942	0.1065904297
2408	0.9942	0.1065566081
2409	0.9942666667	0.1065248698
2410	0.9941333333	0.1064844889
2411	0.9942	0.1064571859
2412	0.9942	0.1064012777
2413	0.9942	0.1063655599
2414	0.9942	0.1063366699
2415	0.9942	0.1063022786
2416	0.9942	0.1062422363
2417	0.9944	0.1062031901
2418	0.9943333333	0.1061427734
2419	0.9942666667	0.1060680257
2420	0.9942666667	0.1060285238
2421	0.9942666667	0.1059873291
2422	0.9942666667	0.1059450114
2423	0.9944	0.1058862386
2424	0.9944	0.1058377523
2425	0.9944	0.1057913574
2426	0.9944	0.1057440023
2427	0.9944	0.1057104329
2428	0.9943333333	0.1056927409
2429	0.9944	0.1056442546
2430	0.9944666667	0.1056197998
2431	0.9944666667	0.1055665283
2432	0.9944666667	0.1054922119
2433	0.9944666667	0.1054750244
2434	0.9944666667	0.1054370036
2435	0.9945333333	0.1054036296
2436	0.9945333333	0.1053575846
2437	0.9946	0.1053029541
2438	0.9946	0.1052420898
2439	0.9946	0.1052115397
2440	0.9946	0.1051751302
2441	0.9946	0.1051029622
2442	0.9946	0.1050550456
2443	0.9945333333	0.105009611
2444	0.9945333333	0.1049775635
2445	0.9945333333	0.1049566162
2446	0.9945333333	0.1048985514
2447	0.9946	0.104867806
2448	0.9946	0.1048517822
2449	0.9947333333	0.10479257
2450	0.9947333333	0.1047600179
2451	0.9946	0.1046805827
2452	0.9947333333	0.1046235596
2453	0.9947333333	0.1046120443
2454	0.9947333333	0.1045603923
2455	0.9947333333	0.1045187012
2456	0.9947333333	0.1044547689
2457	0.9947333333	0.1044101318
2458	0.9948666667	0.1043373861
2459	0.9948666667	0.1042804932
2460	0.9948	0.1042393229
2461	0.9948	0.1042076986
2462	0.9948	0.1041524251
2463	0.9948	0.1041206624
2464	0.9948666667	0.1040552083
2465	0.9948666667	0.1040022949
2466	0.9948666667	0.1039460124
2467	0.9948666667	0.1039063883
2468	0.9948666667	0.1038784505
2469	0.9948666667	0.1038468587
2470	0.9948666667	0.1037995443
2471	0.9948666667	0.1037560628
2472	0.9948666667	0.1037092855
2473	0.9948666667	0.1036315592
2474	0.9948666667	0.103584611
2475	0.9948666667	0.1035457275
2476	0.9948666667	0.1035000732
2477	0.9948666667	0.1034354248
2478	0.9948666667	0.1033785075
2479	0.9948666667	0.103325293
2480	0.9948666667	0.1032893473
2481	0.9948666667	0.103252417
2482	0.9948666667	0.1032055013
2483	0.9948666667	0.1031550456
2484	0.9949333333	0.1031052246
2485	0.9949333333	0.1030646159
2486	0.9949333333	0.1029887044
2487	0.9949333333	0.102969165
2488	0.9949333333	0.1029280273
2489	0.995	0.1028904215
2490	0.995	0.102827124
2491	0.9949333333	0.1027804606
2492	0.995	0.1027389242
2493	0.9950666667	0.1026767497
2494	0.9950666667	0.1026268311
2495	0.9950666667	0.1025798096
2496	0.9950666667	0.1025356201
2497	0.9950666667	0.102488623
2498	0.995	0.1024356771
2499	0.995	0.1023829753
